"Joey Votto_CIN","Charlie Blackmon_COL","Paul Goldschmidt_ARI","Cody Bellinger_LAD","Adam Duvall_CIN","Nolan Arenado_COL","Mark Reynolds_COL","Mookie Betts_BOS","Billy Hamilton_CIN","Xander Bogaerts_BOS","Justin Turner_LAD","Chris Taylor_LAD","Corey Seager_LAD","Ian Desmond_COL","Jackie Bradley_BOS","Jake Lamb_ARI","Joc Pederson_LAD","Scooter Gennett_CIN","Dustin Pedroia_BOS","Elvis Andrus_TEX","Logan Forsythe_LAD","Zack Cozart_CIN","Trevor Story_COL","David Dahl_COL","Hanley Ramirez_BOS","Chris Owings_ARI","Carlos Gonzalez_COL","Gerardo Parra_COL","David Peralta_ARI","Yasiel Puig_LAD","DJ LeMahieu_COL","Arismendy Alcantara_CIN","Scott Schebler_CIN","Joey Gallo_TEX","Adrian Gonzalez_LAD","AJ Pollock_ARI","Yasmani Grandal_LAD","Kike Hernandez_LAD","Eugenio Suarez_CIN","Raimel Tapia_COL","Jesse Winker_CIN","Rougned Odor_TEX","Andrew Benintendi_BOS","Daniel Descalso_ARI","Devin Mesoraco_CIN","Stephen Cardullo_COL","Robinson Chirinos_TEX","Carlos Gomez_TEX","Dustin Garneau_COL","Pat Valaika_COL","Mitch Moreland_BOS","Nomar Mazara_TEX","Chase Utley_LAD","Franklin Gutierrez_LAD","Gregor Blanco_ARI","Peter O'Brien_LAD","Austin Barnes_LAD","Yasmany Tomas_ARI","Tom Murphy_COL","Adrian Beltre_TEX","Shin-Soo Choo_TEX","Deven Marrero_BOS","Tucker Barnhart_CIN","Phillip Ervin_CIN","Mike Napoli_TEX","Sandy Leon_BOS","Delino DeShields_TEX","Chris Herrmann_ARI","Jordan Patterson_COL","Chris Iannetta_ARI","Trayce Thompson_LAD","Jose Peraza_CIN","Pablo Sandoval_BOS","Andrew Toles_LAD","Willie Calhoun_LAD","Tony Wolters_COL","Chris Young_BOS","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Rob Segedin_LAD","Brandon Drury_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Alex Verdugo_LAD","Alexi Amarista_COL","Patrick Kivlehan_CIN","Mike Tauchman_COL","Jonathan Lucroy_TEX","Christian Vazquez_BOS","Jurickson Profar_TEX","Andre Ethier_LAD","Rey Fuentes_ARI","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Cristhian Adames_COL","Jhonny Peralta_BOS","Brock Holt_BOS","Scott Van Slyke_LAD","Socrates Brito_ARI","Ryan Hanigan_COL","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Nick Senzel_CIN","Steve Selsky_BOS","Marco Hernandez_BOS","Ryan Rua_TEX","Tzu-Wei Lin_BOS","Andy Ibanez_TEX","Stuart Turner_CIN","Drew Stubbs_TEX","Josh Rutledge_BOS","Hanser Alberto_TEX","Sam Travis_BOS","Mike Freeman_LAD","Jeff Mathis_ARI","Ronald Guzman_TEX","Brett Eibner_LAD","Drew Robinson_TEX","Ildemaro Vargas_ARI"
0,0,0,13.1033613445378,0,0,0,0,0,0,47.5098039215686,24.2407407407407,3.38636363636364,0,0,0,7.02795698924731,0,0,0,22.5238095238095,0,0,0,0,0,0,0,0,4.75454545454545,0,0,0,0,9.87619047619048,0,0.843843843843844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1116666666667,10.8472222222222,0,0,33.8541666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,12.6708333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
0,0,0,10.3649398704903,0,0,0,0,0,0,24.2407407407407,83.9466666666667,-12.9459930313589,0,0,0,14.0606060606061,0,0,0,24.901185770751,0,0,0,0,0,0,0,0,12.6173076923077,0,0,0,0,3.66959064327485,0,-11.9411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10344827586207,0.486111111111111,0,0,-6.52614379084967,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,-1.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,0
0,0,0,24.3673469387755,0,0,0,0,0,0,3.38636363636364,-12.9459930313589,78.3713784021071,0,0,0,16.8548387096774,0,0,0,26.5520833333333,0,0,0,0,0,0,0,0,15.3520871143376,0,0,0,0,3.24466571834993,0,30.6418722786647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88850174216028,0.688888888888889,0,0,7.72916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.9166666666667,0,0,1.18014705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.35,0,0
0,8.50724637681159,0,0,0,20.7548566142461,3.85191637630662,0,0,0,0,0,0,53.4489795918367,0,0,0,0,0,0,0,0,1.57575757575758,0,0,0,4.60336134453781,-20.0681818181818,0,0,7.94449583718779,0,0,0,0,0,0,0,0,28.7424242424242,0,0,0,0,0,0,0,0,54.5714285714286,-25.9469696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.80153846153846,0,0,0,0,0,0,0,0,-4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10.4203389830508,0,5.36654135338346,0,0,0,0,55.288471708091,0,0,0,2.06818181818182,0,0,0,0,0,-2.4702380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0,0,0,0,0.437405731523379,0,0,0,0,0,0,0,0,0,0,23.8004926108374,0,0,0,9.87684729064039,0,0,0,0,0,0,0.566666666666667,0,0,0,7.7628947368421,0,0,0,0,0,0,0,0,0,0,0,3.71022727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98181818181818,0,8.45,0,0,0,-7.35930735930736,0,60.7142857142857,0,0,0,0,0,0
0,0,6.19114688128773,0,0,0,0,0,0,0,0,0,0,0,0,62.2347278785635,0,0,0,0,0,0,0,0,0,-8.86356425171867,0,0,23.3421052631579,0,0,0,0,0,0,-3.17241379310345,0,0,0,0,0,0,0,-19.9838709677419,0,0,0,0,0,0,0,0,0,0,11.78,0,0,5.16904761904762,0,0,0,0,0,0,0,0,0,26.9310344827586,0,-0.315,0,0,0,0,0,0,0,-0.333333333333333,0,0,17.3568088836937,-10.7023172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16477272727273,0,0,0,0
0,0,0,-10.1630769230769,0,0,0,0,0,0,7.02795698924731,14.0606060606061,16.8548387096774,0,0,0,47.2894736842105,0,0,0,2.06985294117647,0,0,0,0,0,0,0,0,12.7388591800357,0,0,0,0,14.7820512820513,0,7.94354838709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93538461538462,-2.5,0,0,-15.9285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-11.4864864864865,0,0,0,8.17741935483871,0,0,0,2.95161290322581,0,0,0,0,0,0,0,0,161.193693693694,0,0,0,4.34210526315789,0,0,0,0,0,0,0,0,0,0,-6.42338709677419,0,0,0,0,0,33.8118279569892,0,0,0,0,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.4446640316206,0,0,0,0,0,0,0,0,-9.17011494252874,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.4761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,27.8148496240602,0,7.16742081447964,0,0,0,0,2.06818181818182,0,0,0,31.0017533606078,0,0,0,0,0,11.9242424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0027952480783,0,0,0,0,0,0,0,-2.98470588235294,0,0,0,0,0,0,0,0,0,0,13.4,0,0,0,7.36129032258065,0,0,0,0,0,0,-0.766666666666667,0,0,0,10.7645299145299,0,0,0,0,0,0,0,0,0,0,0,11.7050264550265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606060606060606,0,36.9166666666667,0,0,0,8.34615384615385,0,15.5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2124561403509,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77832167832168,0,0,0,0,0,0,0,-5.85117117117117,0,0,0,0,19.1256157635468,4.20365646258503,0,0,0,4.790625,0,0,0,0,0,0,0,16.1452991452991,6.2876526458616,0,0,0,-3.33220338983051,0,8.59805735430157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197727272727273,0,8.19230769230769,0,0,0,0,0,0,0,0,0,0,0,-0.285714285714286,0,-2.95512820512821,0,0,0,0.443076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.35897435897436,0,0,0,0,0,0,22.5238095238095,24.901185770751,26.5520833333333,0,0,0,2.06985294117647,0,0,0,43.3130904183536,0,0,0,0,0,0,0,0,2.10860215053763,0,0,0,0,0.278947368421053,0,15.0299145299145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6078431372549,6.80357142857143,0,0,34.6593406593407,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0
5.43828320802005,0,0,0,-20.1764705882353,0,0,0,13.8401206636501,0,0,0,0,0,0,0,0,4.34210526315789,0,0,0,73.8013784461153,0,0,0,0,0,0,0,0,0,196,2.94666666666667,0,0,0,0,0,5.46153846153846,0,0,0,0,0,-14.7397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27807486631016,0,0,0,0,0,0,0,0,6.57959183673469,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6666666666667,0,0,0,0,0,0,0,0,0,0
0,1.04104010025063,0,0,0,10.3038847117794,0.345911949685535,0,0,0,0,0,0,1.57575757575758,0,0,0,0,0,0,0,0,34.6376388077148,0,0,0,4.90353535353535,5.7,0,0,-1.22641509433962,0,0,0,0,0,0,0,0,-1.06818181818182,0,0,0,0,0,-10.25,0,0,-5.37179487179487,24.4333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28655462184874,0,0,0,0,0,0,0,0,-3.46944695195361e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23.8564971751412,0,-2.54229323308271,0,0,0,0,-2.4702380952381,0,0,0,11.9242424242424,0,0,0,0,0,46.8633879781421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14235294117647,0,0,0,0,0,0,0,-4.2734693877551,0,0,0,0,0,0,0,0,0,0,-8.10461538461538,0,0,0,20.6637931034483,0,0,0,0,0,0,-2.67368421052632,0,0,0,6.4201581027668,0,0,0,0,0,0,0,0,0,0,0,-8.43245967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1025641025641,0,56.25,0,0,0,-6.51102941176471,0,-15.952380952381,0,0,0,0,0,0
0,0,-0.768509615384615,0,0,0,0,0,0,0,0,0,0,0,0,-8.86356425171867,0,0,0,0,0,0,0,0,0,60.8602442333786,0,0,-1.66836262719704,0,0,0,0,0,0,-5.20229885057471,0,0,0,0,0,0,0,9.51970443349754,0,0,0,0,0,0,0,0,0,0,22.3438735177866,0,0,20.1966966966967,0,0,0,0,0,0,0,0,0,-16.2055335968379,0,4.77142857142857,0,0,0,0,0,0,0,-12.5,0,0,2.19607843137255,-3.43230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93939393939394,0,0,0,0
0,7.04839685420448,0,0,0,1.50453720508167,13.0452488687783,0,0,0,0,0,0,4.60336134453781,0,0,0,0,0,0,0,0,4.90353535353535,0,0,0,42.5310734463277,7.46461538461538,0,0,4.11466165413534,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,-7.66666666666667,0,0,-2.86363636363636,17.6454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93468468468468,0,0,0,0,0,0,0,0,23.0333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13.5862068965517,0,0,0,-1.6633064516129,4.01538461538462,0,0,0,0,0,0,-20.0681818181818,0,0,0,0,0,0,0,0,5.7,0,0,0,7.46461538461538,60.6088709677419,0,0,-6.6816091954023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85714285714286,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94861660079051,0,0,0,0,0,0,0,0,-1.38095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22.5243506493506,0,0,0,0,0,0,0,0,0,0,0,0,23.3421052631579,0,0,0,0,0,0,0,0,0,-1.66836262719704,0,0,71.6019871420222,0,0,0,0,0,0,10.7687747035573,0,0,0,0,0,0,0,-22.1958128078818,0,0,0,0,0,0,0,0,0,0,7.95714285714286,0,0,22.5897435897436,0,0,0,0,0,0,0,0,0,43.6558441558442,0,22.1461988304094,0,0,0,0,0,0,0,36.4166666666667,0,0,33.0957446808511,4.97368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.98005698005698,0,0,0,0
0,0,0,39.5937198067633,0,0,0,0,0,0,4.75454545454545,12.6173076923077,15.3520871143376,0,0,0,12.7388591800357,0,0,0,2.10860215053763,0,0,0,0,0,0,0,0,62.1531468531469,0,0,0,0,2.06349206349206,0,2.46455505279035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209756097560976,35.0892857142857,0,0,11.3076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.6666666666667,0,0,-0.481617647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.5,0,0
0,9.6191389599318,0,0,0,10.9507246376812,6.55555555555556,0,0,0,0,0,0,7.94449583718779,0,0,0,0,0,0,0,0,-1.22641509433962,0,0,0,4.11466165413534,-6.6816091954023,0,0,48.9827856025039,0,0,0,0,0,0,0,0,5.37179487179487,0,0,0,0,0,2.5,0,0,3.81904761904762,12.0151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4828349944629,0,0,0,0,0,0,0,0,39.530303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.21428571428571,0,0,0,20.1428571428571,0,0,0,9.65,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,41.1428571428571,-29.2,0,0,0,0,0,-11.4285714285714,0,0,0,0,0,-18.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.86625258799172,0,0,0,2.078125,0,0,0,-2.17162698412698,0,0,0,0,0,0,0,0,-6.42338709677419,0,0,0,2.94666666666667,0,0,0,0,0,0,0,0,0,-29.2,67.5619047619048,0,0,0,0,0,-3.63194444444444,0,0,0,0,0,7.31196581196581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.87134146341463,0,0,0,0,0,0,0,0,-2.91397849462366,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6527777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.5,0,0,0,0,0,0,0,0,0,0
