"Anthony Rizzo_ChC","Kris Bryant_ChC","Ryan Braun_Mil","Kyle Schwarber_ChC","Nelson Cruz_Sea","Robinson Cano_Sea","Jean Segura_Sea","Ben Zobrist_ChC","Eric Thames_Mil","Rougned Odor_Tex","Giancarlo Stanton_Mia","Jonathan Villar_Mil","Shin-Soo Choo_Tex","Kyle Seager_Sea","Adrian Beltre_Tex","Khris Davis_Oak","Javier Baez_ChC","Jonathan Lucroy_Tex","Christian Yelich_Mia","Willson Contreras_ChC","Addison Russell_ChC","Mike Napoli_Tex","Rajai Davis_Oak","Carlos Gomez_Tex","Dee Gordon_Mia","Elvis Andrus_Tex","Keon Broxton_Mil","Trevor Plouffe_Oak","Nomar Mazara_Tex","Mitch Haniger_Sea","Jason Heyward_ChC","Domingo Santana_Mil","Ryon Healy_Oak","Joey Gallo_Tex","Marcus Semien_Oak","Miguel Montero_ChC","Albert Almora_ChC","Delino DeShields_Tex","Danny Valencia_Sea","Travis Shaw_Mil","Hernan Perez_Mil","Jon Jay_ChC","Stephen Vogt_Oak","Yonder Alonso_Oak","Taylor Motter_Sea","Leonys Martin_Sea","Marcell Ozuna_Mia","Orlando Arcia_Mil","Jurickson Profar_Tex","JT Realmuto_Mia","Matt Szczur_ChC","Josh Phegley_Oak","Mark Canha_Oak","Martin Prado_Mia","Jarrod Dyson_Sea","Ian Happ_ChC","Nick Franklin_Mil","Jesus Aguilar_Mil","Tommy La Stella_ChC","Robinson Chirinos_Tex","Mike Zunino_Sea","Ben Gamel_Sea","Andrew Susac_Mil","Kirk Nieuwenhuis_Mil","Brett Nicholas_Tex","Jed Lowrie_Oak","Justin Bour_Mia","Ryan Rua_Tex","Jake Smolinski_Oak","Derek Dietrich_Mia","Guillermo Heredia_Sea","Manny Pina_Mil","Shawn O'Malley_Sea","Jett Bandy_Mil","Hanser Alberto_Tex","Matt Joyce_Oak","Carlos Ruiz_Sea","Destin Hood_Mia","Adam Rosales_Oak","Tyler Moore_Mia","Ichiro Suzuki_Mia","Adeiny Hechavarria_Mia","Eloy Jimenez_ChC","AJ Ellis_Mia","Chad Pinder_Oak","Drew Robinson_Tex","Jaff Decker_Oak","Mike Freeman_Sea","JT Riddle_Mia","Miguel Rojas_Mia"
0,0,0,0,0,0,0,0,0,26.5454545454545,0,0,9.65454545454545,0,0,0,0,-16.7777777777778,0,0,0,4.72727272727273,0,65.8181818181818,0,3.81818181818182,0,0,52.5454545454545,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47619047619048,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,-0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-12.8888888888889,0,0,0,0,0,0,0,-2.08181818181818,0,0,0,0,0,30.1636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5727272727273,0,0,13.3928571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5,0,0,7.23611111111111,0,0,0,0,0,0,0,0,0,0,0,9.66666666666667,0,14,0,0,0,0,-3.33333333333333,22.5333333333333
0,0,0,0,0,0,0,0,0,1.54545454545455,0,0,-18.1909090909091,0,0,0,0,26.7444444444444,0,0,0,-4.09090909090909,0,3.81818181818182,0,70.1818181818182,0,0,-1.27272727272727,0,0,0,0,3.72727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23809523809524,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-24.4722222222222,0,0,0,0,0,-22,0,0,-0.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1944444444444,0,0,0,0,28.0416666666667,0,0,0,0,0,0,0,-7.10714285714286,-276,0,0,0,0,0,0,-13.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58333333333333,0,-9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4666666666667,0,0,0,0,0,0,-4.89285714285714,0,0,0,0,41.1555555555556,0,0,0,0,-13.9821428571429,0,18.2857142857143,0,0,0,0,0,0,0,5.41666666666667,7.67857142857143,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,-3.17777777777778,0,0,0,0,0,0,0,0,0,-7.64285714285714,0,0,-18.65,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,33.3939393939394,0,0,52.6727272727273,0,0,0,0,3.33333333333333,0,0,0,-18.2424242424242,0,52.5454545454545,0,-1.27272727272727,0,0,110.151515151515,0,0,0,0,-1.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35714285714286,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-5.57051282051282,-13.2948717948718,20.2,0,0,0,0,0,0,7.23076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1410256410256,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,-21.3809523809524,-0.166666666666667,0,0,0,0,0,0,0,0,-3.84090909090909,0,0,0,0,0,6.29166666666667,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.08888888888889,2.08888888888889,0,1.67777777777778,0,0,0,-1.07142857142857,0,0,0,0,0,0,0,0,1.17857142857143,0,0,0.142857142857143,-3.84722222222222,0,0,0,0,0,0,0,0,0,3.43333333333333,0,0,0,0,24,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.42222222222222,0,0,0,0,0,-6.47619047619048,0,0,-1.62222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0416666666667,0,0,0,0,24.7111111111111,0,0,0,0,0,0,0,-8.79166666666667,-26.8333333333333,0,0,0,0,0,0,-12.0666666666667,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,12.45,0,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.6527777777778,0,0,0,0,0,0,38.5,0,0,0,0,-13.9821428571429,0,0,0,0,43.6111111111111,0,15.5,0,0,0,0,0,0,0,-3.35714285714286,-10.1666666666667,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,44.875,0,0,0,0,0,0,0,0,0,-19.2142857142857,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.03030303030303,0,0,-12.1,0,0,0,0,-0.555555555555556,0,0,0,14.0757575757576,0,13,0,3.72727272727273,0,0,-1.16666666666667,0,0,0,0,40.2651515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69047619047619,0,0,0,0,0,0,0,0,0,0,-63,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60714285714286,0,0,0,0,0,0,15.625,0,0,0,0,18.2857142857143,0,0,0,0,15.5,0,44.4107142857143,0,0,0,0,0,0,0,-2.73809523809524,35.2,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,33.6607142857143,0,0,0,0,0,0,0,0,0,-8.8,0,0,-9,0,0,0,0,0,0,0,0,0,0,0
0,120,0,104,0,0,0,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.33333333333333,57.1666666666667,0,5.16666666666667,0,0,0,12,0,0,0,0,0,0,0,0,52.3333333333333,0,0,20.6666666666667,25,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,38.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.931818181818182,-2.72727272727273,-12.2666666666667,0,0,0,0,0,0,3.13636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0,10.75,0,0,0,0,0,5.03333333333333,-1.61111111111111,0,0,0,0,0,0,0,0,-3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48.25,0,0,0,0,0,-3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-18.1181818181818,0,0,0,0,0,-3.91666666666667,0,0,-19.2727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.10714285714286,0,0,0,0,-8.79166666666667,0,0,0,0,0,0,0,94.0606060606061,4.41666666666667,0,0,0,0,0,0,21.5454545454545,0,0,0,0,0,0,0,0,0,-3.33333333333333,0,0,0,0,0,1.83333333333333,0,0,0,0,0,0,0,-14.8333333333333,0,-24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-17.1,0,0,0,0,0,102.666666666667,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-276,0,0,0,0,-26.8333333333333,0,0,0,0,0,0,0,4.41666666666667,102.7,0,0,0,0,0,0,-5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,-8.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,88,0,128,0,0,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5333333333333,0,0,0,0,0,0,-10.0535714285714,0,0,0,0,5.41666666666667,0,0,0,0,-3.35714285714286,0,-2.73809523809524,0,0,0,0,0,0,0,14.1777777777778,-7.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.1777777777778,0,0,0,0,0,0,0,0,0,6.41666666666667,0,0,-18.3333333333333,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0277777777778,0,0,0,0,0,0,15.0714285714286,0,0,0,0,7.67857142857143,0,0,0,0,-10.1666666666667,0,35.2,0,0,0,0,0,0,0,-7.58333333333333,45.2777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8888888888889,0,0,0,0,0,0,0,0,0,19.0277777777778,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-5.71428571428571,30.547619047619,0,0,0,0,0,0,0,8.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.3809523809524,0,0,0,0,0,0,0,0,5.03333333333333,0,0,0,0,0,86.2857142857143,-30.45,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,13.6666666666667,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,21.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,22.6777777777778,7.6,12,0,0,0,0,0,0,2.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166666666666667,0,0,0,0,0,0,0,0,-1.61111111111111,0,0,0,0,0,-30.45,28.4555555555556,0,0,0,0,0,0,0,0,9.33333333333333,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-15.9272727272727,0,0,0,0,0,0,0,47.8106060606061,0,0,0,0,0,15.5727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.537878787879,0,0,27.2083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86363636363636,0,0,-0.977777777777778,0,0,0,0,0,0,0,0,0,0,0,23.9166666666667,0,25.6666666666667,0,0,0,0,-29.6666666666667,32.9761904761905
0,0,-2.90909090909091,0,0,0,0,0,8.85555555555556,0,0,10.0227272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.7777777777778,0,0,0,0,-12.0666666666667,0,0,0,0,0,0,0,21.5454545454545,-5.15,0,0,0,0,0,0,26.3589743589744,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,-3.16666666666667,0,0,0,0,0,0,0,7.38095238095238,0,-9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-2.33333333333333,0,0,11.5238095238095,0,0,0,0,5.9,0,0,0,-0.0952380952380952,0,1.47619047619048,0,-1.23809523809524,0,0,4.35714285714286,0,0,0,0,5.69047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-14.7678571428571,0,0,0,0,0,0,0,-15.25,0,0,0,0,0,13.3928571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2083333333333,0,0,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5,0,0,-1.9047619047619,0,0,0,0,0,0,0,0,0,0,0,17.3333333333333,0,0,0,0,0,0,-2.33333333333333,50.8
