"FirstName","LastName","Salary","Position","Team","Opponent","Projection"
"Bishop","Sankey",3000,"RB","Ten","Min",4.477
"Taniela","Tupou",3000,"RB","Sea","Mia",0
"Kasen","Williams",3000,"WR","Sea","Mia",0.575
"Tommylee","Lewis",3000,"WR","NO","Oak",0
"Dominique","Williams",3000,"WR","SD","KC",0
"Jay","Lee",3000,"WR","Det","Ind",0
"J.D.","McKissic",3000,"WR","Atl","TB",0
"Robby","Anderson",3000,"WR","NYJ","Cin",0
"Will","Ratelle",3000,"RB","Atl","TB",0
"Stephen","Houston",3000,"RB","Bal","Buf",0
"Shane","Wynn",3000,"WR","Jax","GB",0
"Kenneth","Farrow",3000,"RB","SD","KC",0
"Darrin","Reaves",3000,"RB","KC","SD",0
"Rannell","Hall",3000,"WR","Cle","Phi",0
"George","Atkinson III",3000,"RB","Oak","NO",0
"DeAndre","Carter",3000,"WR","NE","Ari",0
"Andrew","Bonnet",3000,"RB","Cin","NYJ",0
"Alan","Cross",3000,"RB","TB","Atl",0
"Tevin","Jones",3000,"WR","Hou","Chi",0
"Chandler","Worthy",3000,"WR","NYJ","Cin",1.467
"Trevor","Davis",3000,"WR","GB","Jax",0
"Brittan","Golden",3000,"WR","Ari","NE",0.094
"Tyrell","Williams",3000,"WR","SD","KC",2.429
"Jhurell","Pressley",3000,"RB","Min","Ten",0
"Kolby","Listenbee",3000,"WR","Buf","Bal",0
"Isaac","Fruechte",3000,"WR","Min","Ten",0
"KJ","Maye",3000,"WR","NYG","Dal",0
"Joe","Hansley",3000,"WR","Oak","NO",0
"Daniel","Braverman",3000,"WR","Chi","Hou",0
"Jordan","Williams-Lambert",3000,"WR","NO","Oak",0
"Alex","Erickson",3000,"WR","Cin","NYJ",0
"Paul","Lasike",3000,"RB","Chi","Hou",0
"D.J.","Foster",3000,"RB","NE","Ari",0
"Glenn","Gronkowski",3000,"RB","Buf","Bal",0
"Zac","Brooks",3000,"RB","Sea","Mia",0
"Marshaun","Coprich",3000,"RB","NYG","Dal",0
"Byron","Marshall",3000,"RB","Phi","Cle",0
"Russell","Hansbrough",3000,"RB","TB","Atl",0
"Cordarrelle","Patterson",3000,"WR","Min","Ten",0.912
"Trey","Williams",3000,"RB","Ind","Det",0.6
"Chris","Harper",3000,"WR","NE","Ari",0.12
"Kenny","Lawler",3000,"WR","Sea","Mia",0
"Darius","Powe",3000,"WR","NYG","Dal",0
"Devin","Fuller",3000,"WR","Atl","TB",0
"Jordan","Payton",3000,"WR","Cle","Phi",0
"Damien","Williams",3000,"RB","Mia","Sea",2.881
"Marcus","Johnson",3000,"WR","Phi","Cle",0
"Cayleb","Jones",3000,"WR","Phi","Cle",0
"Max","McCaffrey",3000,"WR","Oak","NO",0
"Herb","Waters",3000,"WR","GB","Jax",0
"Quinshad","Davis",3000,"WR","Det","Ind",0
"Tevaun","Smith",3000,"WR","Ind","Det",0
"Daniel","Anthrop",3000,"WR","Ind","Det",0
"Brandon","Shippen",3000,"WR","Mia","Sea",0
"Marquis","Bundy",3000,"WR","Ari","NE",0
"Abou","Toure",3000,"RB","Ind","Det",0
"Dennis","Parks",3000,"WR","Cle","Phi",0
"Jalen","Richard",3000,"RB","Oak","NO",0
"Mekale","McKay",3000,"WR","Ind","Det",0
"Jonathan","Williams",3000,"RB","Buf","Bal",0
"Ricardo","Louis",3000,"WR","Cle","Phi",0
"Darius","Jackson",3000,"RB","Dal","NYG",0
"Kenyan","Drake",3000,"RB","Mia","Sea",0
"Cody","Core",3000,"WR","Cin","NYJ",0
"Jaydon","Mickens",3000,"WR","Oak","NO",0
"Keenan","Reynolds",3000,"WR","Bal","Buf",0
"Brandon","Burks",3000,"RB","GB","Jax",0
"Chris","Swain",3000,"RB","SD","KC",0
"Sione","Houma",3000,"RB","NO","Oak",0
"DeAndre","Reaves",3000,"WR","SD","KC",0
"Alonzo","Russell",3000,"WR","Cin","NYJ",0
"Chris","Brown",3000,"WR","Dal","NYG",0
"Ed","Eagan",3000,"WR","Dal","NYG",0
"Darrin","Peterson",3000,"WR","Chi","Hou",0
"Chris","King",3000,"WR","Atl","TB",0
"Chester","Rogers",3000,"WR","Ind","Det",0
"Chris","Hubert",3000,"WR","Ari","NE",0
"Tajae","Sharpe",3000,"WR","Ten","Min",0
"Derek","Keaton",3000,"WR","Chi","Hou",0
"Andy","Jones",3000,"WR","Dal","NYG",0
"John","Crockett",3000,"RB","GB","Jax",0.7
"Dwayne","Washington",3000,"RB","Det","Ind",0
"Demarcus","Robinson",3000,"WR","KC","SD",0
"Wendell","Smallwood",3000,"RB","Phi","Cle",0
"Jalin","Marshall",3000,"WR","NYJ","Cin",0
"Lucky","Whitehead",3000,"WR","Dal","NYG",1.153
"Adam","Thielen",3000,"WR","Min","Ten",2.076
"Khiry","Robinson",3000,"RB","NYJ","Cin",8.813
"Rashard","Higgins",3000,"WR","Cle","Phi",0
"Peyton","Barber",3000,"RB","TB","Atl",0
"Mario","Alford",3000,"WR","Cin","NYJ",2.5
"Johnny","Holton",3000,"WR","Oak","NO",0
"Vince","Mayle",3000,"WR","Dal","NYG",0
"Taylor","Gabriel",3000,"WR","Cle","Phi",4.085
"Jace","Billingsley",3000,"WR","Det","Ind",0
"Kieran","Duncan",3000,"WR","Chi","Hou",0
"Jake","Lampman",3000,"WR","NO","Oak",0
"Corey","Washington",3000,"WR","Atl","TB",0
"Torrence","Allen",3000,"WR","SD","KC",0
"Geronimo","Allison",3000,"WR","GB","Jax",0
"Roger","Lewis",3000,"WR","NYG","Dal",0
"Tyreek","Hill",3000,"WR","KC","SD",0
"Antwane","Grant",3000,"WR","Cin","NYJ",0
"Seantavius","Jones",3000,"WR","KC","SD",0
"Hunter","Sharp",3000,"WR","Phi","Cle",0
"Harvey","Binford",3000,"WR","GB","Jax",0
"Montario","Hunter",3000,"WR","Sea","Mia",0
"Rasheed","Bailey",3000,"WR","Jax","GB",0
"Joshua","Stangby",3000,"WR","Ind","Det",0
"Donteea","Dye",3000,"WR","TB","Atl",3.02
"Ben","Roberts",3000,"WR","Ten","Min",0
"Anthony","Dable",3000,"WR","NYG","Dal",0
"Moritz","Boehringer",3000,"WR","Min","Ten",0
"Cedric","O'Neal",3000,"RB","Phi","Cle",0
"Wendall","Williams",3000,"WR","Hou","Chi",0
"Alstevis","Squirewell",3000,"RB","GB","Jax",0
"C.J.","Ham",3000,"RB","Min","Ten",0
"Rashaun","Simonise",3000,"WR","Cin","NYJ",0
"Franky","Okafor",3000,"WR","Ari","NE",0
"Jared","Cook",2900,"TE","GB","Jax",5.506
"Larry","Donnell",2900,"TE","NYG","Dal",7.913
"Cameron","Brate",2900,"TE","TB","Atl",4.986
"Jacob","Tamme",2800,"TE","Atl","TB",8.913
"Austin","Seferian-Jenkins",2800,"TE","TB","Atl",11.686
"Marcedes","Lewis",2700,"TE","Jax","GB",2.413
"Brent","Celek",2700,"TE","Phi","Cle",5.488
"Darren","Fells",2700,"TE","Ari","NE",5.319
"Luke","Willson",2700,"TE","Sea","Mia",3.58
"Tyler","Kroft",2700,"TE","Cin","NYJ",1.759
"Jace","Amaro",2700,"TE","NYJ","Cin",0
"Dennis","Pitta",2600,"TE","Bal","Buf",0
"Mychal","Rivera",2600,"TE","Oak","NO",4.125
"Ryan","Griffin",2600,"TE","Hou","Chi",6.3
"Gavin","Escobar",2600,"TE","Dal","NYG",1.386
"Crockett","Gillmore",2600,"TE","Bal","Buf",10.12
"Maxx","Williams",2600,"TE","Bal","Buf",4.629
"Craig","Stevens",2500,"TE","Ten","Min",2.256
"Clark","Harris",2500,"TE","Cin","NYJ",0
"Anthony","Fasano",2500,"TE","Ten","Min",4.181
"Brandon","Pettigrew",2500,"TE","Det","Ind",2.463
"Kellen","Davis",2500,"TE","NYJ","Cin",0.675
"Brandon","Myers",2500,"TE","TB","Atl",2.245
"Bear","Pascoe",2500,"TE","NE","Ari",0
"Tony","Moeaki",2500,"TE","Chi","Hou",1.345
"Clay","Harbor",2500,"TE","NE","Ari",2.46
"Andrew","DePaola",2500,"TE","TB","Atl",0
"Jim","Dray",2500,"TE","Buf","Bal",0.756
"Rob","Housler",2500,"TE","Chi","Hou",0.73
"Matthew","Mulligan",2500,"TE","Det","Ind",0.1
"Jermaine","Gresham",2500,"TE","Ari","NE",2.724
"Jeff","Cumberland",2500,"TE","SD","KC",0.847
"Michael","Hoomanawanui",2500,"TE","NO","Oak",2.543
"Lee","Smith",2500,"TE","Oak","NO",1.667
"Luke","Stocker",2500,"TE","TB","Atl",1.507
"Konrad","Reuland",2500,"TE","Ind","Det",0
"Sean","McGrath",2500,"TE","SD","KC",0
"Rhett","Ellison",2500,"TE","Min","Ten",1.96
"Ifeanyi","Momah",2500,"TE","Ari","NE",0
"Emil","Igwenagu",2500,"TE","Ind","Det",0
"Patrick","Scales",2500,"TE","Chi","Hou",0
"Zach","Sudfeld",2500,"TE","NYJ","Cin",0
"James","Hanna",2500,"TE","Dal","NYG",1.207
"Chris","Pantale",2500,"TE","Phi","Cle",0
"Beau","Brinkley",2500,"TE","Ten","Min",0
"Kevin","McDermott",2500,"TE","Min","Ten",0
"MarQueis","Gray",2500,"TE","Mia","Sea",0.3
"Greg","Scruggs",2500,"TE","Chi","Hou",0
"Chris","Gragg",2500,"TE","Buf","Bal",2.077
"Josh","Hill",2500,"TE","NO","Oak",2.5
"James","Winchester",2500,"TE","KC","SD",0
"Jack","Doyle",2500,"TE","Ind","Det",1.575
"Justin","Perillo",2500,"TE","GB","Jax",2.72
"Ryan","Hewitt",2500,"TE","Cin","NYJ",1.119
"Levine","Toilolo",2500,"TE","Atl","TB",0.838
"Matt","Lengel",2500,"TE","Cin","NYJ",0
"Gabe","Holmes",2500,"TE","Oak","NO",0
"D.J.","Tialavea",2500,"TE","Atl","TB",0
"Dion","Sims",2500,"TE","Mia","Sea",2.746
"Blake","Annen",2500,"TE","Buf","Bal",0
"Orson","Charles",2500,"TE","Det","Ind",0
"Arthur","Lynch",2500,"TE","Atl","TB",0
"Brandon","Bostick",2500,"TE","NYJ","Cin",0
"Jerome","Cunningham",2500,"TE","Ten","Min",1.544
"Nic","Jacobs",2500,"TE","Jax","GB",0.145
"Brandon","Williams",2500,"TE","Sea","Mia",0
"Cooper","Helfet",2500,"TE","Sea","Mia",1.625
"Kivon","Cartwright",2500,"TE","TB","Atl",0
"Trey","Burton",2500,"TE","Phi","Cle",0.525
"Gerald","Christian",2500,"TE","Ari","NE",0
"A.J.","Derby",2500,"TE","NE","Ari",0
"Erik","Swoope",2500,"TE","Ind","Det",0
"James","O'Shaughnessy",2500,"TE","KC","SD",2.1
"Colton","Underwood",2500,"TE","Oak","NO",0
"MyCole","Pruitt",2500,"TE","Min","Ten",1.359
"Tyler","Ott",2500,"TE","NYG","Dal",0
"C.J.","Fiedorowicz",2500,"TE","Hou","Chi",2.341
"Eric","Tomlinson",2500,"TE","Hou","Chi",0
"Randall","Telfer",2500,"TE","Cle","Phi",0
"Asante","Cleveland",2500,"TE","SD","KC",0.275
"Brian","Parker",2500,"TE","KC","SD",0.145
"Ronnie","Shields",2500,"TE","Sea","Mia",0
"Connor","Hamlett",2500,"TE","Cle","Phi",0
"Casey","Pierce",2500,"TE","GB","Jax",0
"RaShaun","Allen",2500,"TE","NO","Oak",0
"Chris","Manhertz",2500,"TE","NO","Oak",0
"M.J.","McFarland",2500,"TE","Phi","Cle",0
"Ben","McCord",2500,"TE","Det","Ind",0
"Anthony","Denham",2500,"TE","Hou","Chi",0
"C.J.","Uzomah",2500,"TE","Cin","NYJ",0.233
"Adam","Fuehne",2500,"TE","Det","Ind",0
"David","Reeves",2500,"TE","Cle","Phi",0
"Darren","Waller",2500,"TE","Bal","Buf",0.633
"Daniel","Dillon",2500,"TE","Ari","NE",0
"Ryan","Malleck",2500,"TE","NYG","Dal",0
"Ross","Travis",2500,"TE","KC","SD",0
"Demetrius","Harris",2500,"TE","KC","SD",1.244
"Mitchell","Henry",2500,"TE","GB","Jax",0
"Nick","O'Leary",2500,"TE","Buf","Bal",1.175
"Matt","LaCosse",2500,"TE","NYG","Dal",2.6
"Nick","Vannett",2500,"TE","Sea","Mia",0
"Austin","Traylor",2500,"TE","Dal","NYG",0
"Tevin","Westbrook",2500,"TE","TB","Atl",0
"Alex","Ellis",2500,"TE","Ten","Min",0
"Steven","Scheu",2500,"TE","NE","Ari",0
"Matt","Weiser",2500,"TE","SD","KC",0
"Stephen","Anderson",2500,"TE","Hou","Chi",0
"Joshua","Perkins",2500,"TE","Atl","TB",0
"Tim","Semisch",2500,"TE","SD","KC",0
"Darion","Griswold",2500,"TE","Ind","Det",0
"Nick","Boyle",2500,"TE","Bal","Buf",3.209
"Kyle","Carter",2500,"TE","Min","Ten",0
"Bryce","Williams",2500,"TE","NE","Ari",0
"Kennard","Backman",2500,"TE","GB","Jax",0
"Ben","Koyack",2500,"TE","Jax","GB",0
"Troy","Niklas",2500,"TE","Ari","NE",1.072
"David","Morgan",2500,"TE","Min","Ten",0
"Phillip","Supernaw",2500,"TE","Ten","Min",0.325
"Seth","DeValve",2500,"TE","Cle","Phi",0
"Gabe","Hughes",2500,"TE","Mia","Sea",0
"Wes","Saxton",2500,"TE","NYJ","Cin",0
"Dominique","Jones",2500,"TE","Mia","Sea",0
"Ben","Braunecker",2500,"TE","Chi","Hou",0
"Ryan","O'Malley",2500,"TE","Oak","NO",0
"Clayton","Echard",2500,"TE","Sea","Mia",0
"Hakeem","Valles",2500,"TE","Ari","NE",0
"John","DePalma",2500,"TE","Phi","Cle",0
"Danny","Vitale",2500,"TE","TB","Atl",0
"J.P.","Holtz",2500,"TE","Cle","Phi",0
"Jerell","Adams",2500,"TE","NYG","Dal",0
"Brian","Leonhardt",2500,"TE","Min","Ten",0.35
"Rico","Gathers",2500,"TE","Dal","NYG",0
"Garrett","Griffin",2500,"TE","NO","Oak",0
"Cole","Wick",2500,"TE","Det","Ind",0
"Geoff","Swaim",2500,"TE","Dal","NYG",0.25
"E.J.","Bibbs",2500,"TE","Cle","Phi",0.243
"Austin","Hooper",2500,"TE","Atl","TB",0
"Hunter","Henry",2500,"TE","SD","KC",0
"Thomas","Duarte",2500,"TE","Mia","Sea",0
"Gannon","Sinclair",2500,"TE","Chi","Hou",0
"Jason","Vander Laan",2500,"TE","NYJ","Cin",0
"Braedon","Bowman",2500,"TE","Jax","GB",0
"Khari","Lee",2500,"TE","Chi","Hou",0.106
"John","Peters",2500,"TE","Cin","NYJ",0
