"Paul Goldschmidt_ARI","Cody Bellinger_LAD","Nolan Arenado_COL","Jose Altuve_HOU","Jake Lamb_ARI","Corey Seager_LAD","George Springer_HOU","Charlie Blackmon_COL","Carlos Correa_HOU","David Peralta_ARI","Nelson Cruz_SEA","Dexter Fowler_STL","Chris Owings_ARI","Justin Turner_LAD","Ian Kinsler_DET","Michael Conforto_NYM","Tommy Pham_STL","Josh Reddick_HOU","JD Martinez_DET","Robinson Cano_SEA","Gregor Blanco_ARI","AJ Pollock_ARI","Carlos Beltran_HOU","Yasmani Grandal_LAD","Justin Upton_DET","Yoenis Cespedes_NYM","Andrew McCutchen_PIT","Josh Harrison_PIT","Starling Marte_PIT","Stephen Piscotty_STL","Marwin Gonzalez_HOU","Jean Segura_SEA","Brandon Drury_ARI","Buster Posey_SF","Mitch Haniger_SEA","Joc Pederson_LAD","Chris Taylor_LAD","Alex Avila_DET","Jedd Gyorko_STL","Adam Frazier_PIT","Alex Bregman_HOU","Yasmany Tomas_ARI","Lucas Duda_NYM","Matt Carpenter_STL","Ben Gamel_SEA","Mark Reynolds_COL","Yasiel Puig_LAD","Wil Myers_SD","Curtis Granderson_NYM","Yadier Molina_STL","Josh Bell_PIT","Jarrod Dyson_SEA","Tommy Joseph_PHI","Odubel Herrera_PHI","Nick Ahmed_ARI","Adrian Gonzalez_LAD","Ian Desmond_COL","David Dahl_COL","Miguel Cabrera_DET","Asdrubal Cabrera_NYM","Eduardo Nunez_SF","Randal Grichuk_STL","Gregory Polanco_PIT","Paul DeJong_STL","Brian McCann_HOU","Kyle Seager_SEA","Aaron Altherr_PHI","DJ LeMahieu_COL","Kike Hernandez_LAD","Victor Martinez_DET","Jay Bruce_NYM","Joe Panik_SF","Mike Zunino_SEA","Howie Kendrick_PHI","Chris Herrmann_ARI","Rey Fuentes_ARI","Jeremy Hazelbaker_ARI","Maikel Franco_PHI","Carlos Gonzalez_COL","Logan Forsythe_LAD","Jose Pirela_SD","Ryan Schimpf_SD","Denard Span_SF","Cesar Hernandez_PHI","Austin Barnes_LAD","Yangervis Solarte_SD","Hunter Renfroe_SD","David Wright_NYM","Hunter Pence_SF","Brandon Belt_SF","Jake Marisnick_HOU","Evan Gattis_HOU","Chris Iannetta_ARI","Peter O'Brien_LAD","Nicholas Castellanos_DET","Manuel Margot_SD","Neil Walker_NYM","Travis d'Arnaud_NYM","Jordy Mercer_PIT","Yuli Gurriel_HOU","Alex Dickerson_SD","Cory Spangenberg_SD","Franchy Cordero_SD","Jose Reyes_NYM","David Freese_PIT","Aledmys Diaz_STL","Danny Valencia_SEA","Taylor Motter_SEA","Derek Fisher_HOU","Daniel Descalso_ARI","Daniel Nava_PHI","Socrates Brito_ARI","Franklin Gutierrez_LAD","Gerardo Parra_COL","Christian Arroyo_SF","Jose Osuna_PIT","Guillermo Heredia_SEA","Michael Saunders_PHI","Freddy Galvis_PHI","Cameron Rupp_PHI","Andrew Knapp_PHI","Chase Utley_LAD","Trayce Thompson_LAD","Pat Valaika_COL","Nick Hundley_SF","John Jaso_PIT","Jose Martinez_STL","Kolten Wong_STL","Leonys Martin_SEA","Andres Blanco_PHI","Brock Stassi_PHI","Stephen Cardullo_COL","Andrew Toles_LAD","Raimel Tapia_COL","Trevor Story_COL","Willie Calhoun_LAD","John Hicks_DET","Mikie Mahtook_DET","Travis Jankowski_SD","Austin Hedges_SD","Gorkys Hernandez_SF","Kelby Tomlinson_SF","Austin Slater_SF","Harrison Bader_STL","Norichika Aoki_HOU","Cameron Perkins_PHI","Dustin Garneau_COL","Rob Segedin_LAD","Alex Verdugo_LAD","Erick Aybar_SD","Matt Szczur_SD","JaCoby Jones_DET","Francisco Cervelli_PIT","Chad Huffman_STL","JD Davis_HOU","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Andre Ethier_LAD","Tom Murphy_COL","Andrew Romine_DET","Chase d'Arnaud_SD","Dixon Machado_DET","Tyler Collins_DET","Brandon Crawford_SF","Wilmer Flores_NYM","Amed Rosario_NYM","Orlando Calixte_SF","Danny Ortiz_PIT","Jacob Stallings_PIT","Kevin Newman_PIT","Jorge Alfaro_PHI","Nick Williams_PHI","Scott Van Slyke_LAD","Jordan Patterson_COL","Christian Bethancourt_SD","James McCann_DET","Jose Rondon_SD","Allen Cordoba_SD","Luis Urias_SD","Brandon Nimmo_NYM","Elias Diaz_PIT","Magneuris Sierra_STL","Carlos Ruiz_SEA","Shawn O'Malley_SEA","Ty Kelly_PHI","Alexi Amarista_COL","Jim Adduci_DET","Alex Presley_DET","Conor Gillaspie_SF","TJ Rivera_NYM","Greg Garcia_STL","Carson Kelly_STL","Boog Powell_SEA","Christian Walker_ARI","Roman Quinn_PHI","Rhys Hoskins_PHI","Scott Kingery_PHI","Tony Wolters_COL","Jose Iglesias_DET","Justin Ruggiano_SF","Juan Lagares_NYM","Jarrett Parker_SF","Matt Reynolds_NYM","Mac Williamson_SF","Kevin Plawecki_NYM","Gavin Cecchini_NYM","Eric Fryer_STL","Phil Gosselin_PIT","Chris Bostick_PIT","Tuffy Gosewisch_SEA","Jabari Blash_SD","Carlos Asuaje_SD","Michael Morse_SF","Aaron Hill_SF","Kyle Tucker_HOU","Ryan Hanigan_COL","Mike Freeman_LAD","Cristhian Adames_COL","Hector Sanchez_SD","Rene Rivera_NYM","Tim Federowicz_SF","Gift Ngoepe_PIT","Max Moroff_PIT","DJ Peterson_SEA","Daniel Vogelbach_SEA","Kyle Lewis_SEA","John Bormann_PIT","Juan Centeno_HOU","Tony Kemp_HOU","Tyler Smith_SEA","Brett Eibner_LAD","Matt den Dekker_DET","Luis Torrens_SD","Chris Marrero_SF","Chris Stewart_PIT","Teoscar Hernandez_HOU","Colin Moran_HOU","Jeff Mathis_ARI"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,38,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,4,0,8,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,12,0,0,31,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,21,0,0,0,30,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,33,18,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,0,0,0,40,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,18,45,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,23,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,56,0,0,0,0,53,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,30,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,38,9,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0,0,0,61,0,0,58,0,57,0,0,0,0,0,0,0,0,49,0,0,0,0,51,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
39,0,0,0,36,0,0,0,0,27,0,0,37,0,0,0,0,0,0,0,6,26,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,53,0,0,0,0,63,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,34,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0,11,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,60,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,7,48,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,0,0,0,56,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,31,37,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,0,0,0,63,64,0,0,0,0,0,0,0,0,41,0,0,0,0,0,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,53,0,0,0,0,0,0,0,0,0,48,14,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,31,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,0,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,48,0,0,0,0,52,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,35,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,56,9,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,37,0,0,26,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,56,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,27,0,0,0,57,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,41,61,41,20,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,63,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,25,0,0,0,59,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,42,63,37,26,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,32,0,0,0,0,17,0,0,24,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,25,0,0,0,38,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
