"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"RB","C.J. Spiller (7571944)","C.J. Spiller",7571944,3400,"Atl@Sea 04:25PM ET","Sea","C.J.","Spiller","Atl",3.66,3.8
"RB","James Starks (7571952)","James Starks",7571952,3400,"Dal@GB 04:25PM ET","GB","James","Starks","Dal",3.75,0
"WR","Torrey Smith (7571971)","Torrey Smith",7571971,3300,"SF@Buf 01:00PM ET","SF","Torrey","Smith","Buf",7.55,10.1
"WR","Andre Johnson (7571992)","Andre Johnson",7571992,3300,"Cle@Ten 01:00PM ET","Ten","Andre","Johnson","Cle",7.52,6.5
"TE","Gary Barnidge (7572131)","Gary Barnidge",7572131,3300,"Cle@Ten 01:00PM ET","Cle","Gary","Barnidge","Ten",10.97,8.3
"RB","Bobby Rainey (7571883)","Bobby Rainey",7571883,3300,"Bal@NYG 01:00PM ET","NYG","Bobby","Rainey","Bal",9.28,6.2
"RB","Paul Perkins (7571888)","Paul Perkins",7571888,3300,"Bal@NYG 01:00PM ET","NYG","Paul","Perkins","Bal",0,1.2
"RB","Kenneth Dixon (7571889)","Kenneth Dixon",7571889,3300,"Bal@NYG 01:00PM ET","Bal","Kenneth","Dixon","NYG",4.93,5
"WR","Kenny Stills (7572052)","Kenny Stills",7572052,3300,"Pit@Mia 01:00PM ET","Mia","Kenny","Stills","Pit",8.44,8.7
"RB","Alfred Morris (7571953)","Alfred Morris",7571953,3300,"Dal@GB 04:25PM ET","Dal","Alfred","Morris","GB",3.02,3.5
"RB","Chris Thompson (7571870)","Chris Thompson",7571870,3200,"Phi@Was 01:00PM ET","Was","Chris","Thompson","Phi",7.93,6.3
"RB","Wendell Smallwood (7571873)","Wendell Smallwood",7571873,3200,"Phi@Was 01:00PM ET","Phi","Wendell","Smallwood","Was",0,3.6
"WR","Dorial Green-Beckham (7571989)","Dorial Green-Beckham",7571989,3200,"Phi@Was 01:00PM ET","Phi","Dorial","Green-Beckham","Was",6.02,5.1
"WR","Brian Quick (7572041)","Brian Quick",7572041,3200,"LA@Det 01:00PM ET","LA","Brian","Quick","Det",8.41,6.8
"WR","Brandon LaFell (7572061)","Brandon LaFell",7572061,3200,"Cin@NE 01:00PM ET","Cin","Brandon","LaFell","NE",10.49,9.5
"WR","Andrew Hawkins (7571994)","Andrew Hawkins",7571994,3100,"Cle@Ten 01:00PM ET","Cle","Andrew","Hawkins","Ten",7.79,8.1
"RB","Tim Hightower (7571890)","Tim Hightower",7571890,3100,"Car@NO 01:00PM ET","NO","Tim","Hightower","Car",2.14,3.7
"RB","John Kuhn (7571892)","John Kuhn",7571892,3100,"Car@NO 01:00PM ET","NO","John","Kuhn","Car",0,1.9
"WR","Marqise Lee (7572035)","Marqise Lee",7572035,3100,"Jax@Chi 01:00PM ET","Jax","Marqise","Lee","Chi",8.08,7.8
"WR","Chris Conley (7572074)","Chris Conley",7572074,3100,"KC@Oak 04:05PM ET","KC","Chris","Conley","Oak",8.45,6.8
"WR","Seth Roberts (7572077)","Seth Roberts",7572077,3100,"KC@Oak 04:05PM ET","Oak","Seth","Roberts","KC",8.72,5.8
"WR","Jermaine Kearse (7572085)","Jermaine Kearse",7572085,3100,"Atl@Sea 04:25PM ET","Sea","Jermaine","Kearse","Atl",8.62,9.5
"TE","Dwayne Allen (7572205)","Dwayne Allen",7572205,3100,"Ind@Hou 08:30PM ET","Ind","Dwayne","Allen","Hou",9.3,8.1
"RB","Reggie Bush (7571859)","Reggie Bush",7571859,3000,"SF@Buf 01:00PM ET","Buf","Reggie","Bush","SF",0,0
"RB","Jerome Felton (7571860)","Jerome Felton",7571860,3000,"SF@Buf 01:00PM ET","Buf","Jerome","Felton","SF",0,0
"RB","Shaun Draughn (7571861)","Shaun Draughn",7571861,3000,"SF@Buf 01:00PM ET","SF","Shaun","Draughn","Buf",3.93,5.5
"RB","Mike Gillislee (7571863)","Mike Gillislee",7571863,3000,"SF@Buf 01:00PM ET","Buf","Mike","Gillislee","SF",4.1,5.4
"RB","Jonathan Williams (7571865)","Jonathan Williams",7571865,3000,"SF@Buf 01:00PM ET","Buf","Jonathan","Williams","SF",0,1.1
"RB","Mike Davis (7571866)","Mike Davis",7571866,3000,"SF@Buf 01:00PM ET","SF","Mike","Davis","Buf",0,1.1
"WR","Brandon Tate (7571970)","Brandon Tate",7571970,3000,"SF@Buf 01:00PM ET","Buf","Brandon","Tate","SF",0,0
"WR","Keshawn Martin (7571973)","Keshawn Martin",7571973,3000,"SF@Buf 01:00PM ET","SF","Keshawn","Martin","Buf",0,0
"WR","Marquise Goodwin (7571974)","Marquise Goodwin",7571974,3000,"SF@Buf 01:00PM ET","Buf","Marquise","Goodwin","SF",8.18,10.2
"WR","Justin Hunter (7571975)","Justin Hunter",7571975,3000,"SF@Buf 01:00PM ET","Buf","Justin","Hunter","SF",3.02,3.3
"WR","Rod Streater (7571976)","Rod Streater",7571976,3000,"SF@Buf 01:00PM ET","SF","Rod","Streater","Buf",2.09,3.7
"WR","Walt Powell (7571977)","Walt Powell",7571977,3000,"SF@Buf 01:00PM ET","Buf","Walt","Powell","SF",0,4.3
"WR","Quinton Patton (7571979)","Quinton Patton",7571979,3000,"SF@Buf 01:00PM ET","SF","Quinton","Patton","Buf",5.48,4.9
"WR","Aaron Burbridge (7571980)","Aaron Burbridge",7571980,3000,"SF@Buf 01:00PM ET","SF","Aaron","Burbridge","Buf",0,2.4
"RB","Kenjon Barner (7571869)","Kenjon Barner",7571869,3000,"Phi@Was 01:00PM ET","Phi","Kenjon","Barner","Was",0,1.5
"RB","Rob Kelley (7571871)","Rob Kelley",7571871,3000,"Phi@Was 01:00PM ET","Was","Rob","Kelley","Phi",0,1.2
"WR","Ryan Grant (7571983)","Ryan Grant",7571983,3000,"Phi@Was 01:00PM ET","Was","Ryan","Grant","Phi",0,0
"WR","Josh Huff (7571985)","Josh Huff",7571985,3000,"Phi@Was 01:00PM ET","Phi","Josh","Huff","Was",4.94,2.4
"WR","Josh Doctson (7571986)","Josh Doctson",7571986,3000,"Phi@Was 01:00PM ET","Was","Josh","Doctson","Phi",0,0
"WR","Rashad Ross (7571987)","Rashad Ross",7571987,3000,"Phi@Was 01:00PM ET","Was","Rashad","Ross","Phi",0,1.2
"WR","Bryce Treggs (7571990)","Bryce Treggs",7571990,3000,"Phi@Was 01:00PM ET","Phi","Bryce","Treggs","Was",0,0
"RB","Jalston Fowler (7571875)","Jalston Fowler",7571875,3000,"Cle@Ten 01:00PM ET","Ten","Jalston","Fowler","Cle",0,0
"RB","Malcolm Johnson (7571876)","Malcolm Johnson",7571876,3000,"Cle@Ten 01:00PM ET","Cle","Malcolm","Johnson","Ten",0,0
"RB","Antonio Andrews (7571877)","Antonio Andrews",7571877,3000,"Cle@Ten 01:00PM ET","Ten","Antonio","Andrews","Cle",0,0
"RB","George Atkinson III (7571879)","George Atkinson III",7571879,3000,"Cle@Ten 01:00PM ET","Cle","George","Atkinson III","Ten",0,0
"WR","Harry Douglas (7571993)","Harry Douglas",7571993,3000,"Cle@Ten 01:00PM ET","Ten","Harry","Douglas","Cle",0,0
"WR","Marc Mariani (7571995)","Marc Mariani",7571995,3000,"Cle@Ten 01:00PM ET","Ten","Marc","Mariani","Cle",0,0
"WR","Kendall Wright (7571997)","Kendall Wright",7571997,3000,"Cle@Ten 01:00PM ET","Ten","Kendall","Wright","Cle",7.08,5.3
"WR","Jordan Payton (7571999)","Jordan Payton",7571999,3000,"Cle@Ten 01:00PM ET","Cle","Jordan","Payton","Ten",0,0
"WR","Ricardo Louis (7572000)","Ricardo Louis",7572000,3000,"Cle@Ten 01:00PM ET","Cle","Ricardo","Louis","Ten",5.54,6.2
"WR","Rashard Higgins (7572003)","Rashard Higgins",7572003,3000,"Cle@Ten 01:00PM ET","Cle","Rashard","Higgins","Ten",1.6,3.8
"RB","Kyle Juszczyk (7571884)","Kyle Juszczyk",7571884,3000,"Bal@NYG 01:00PM ET","Bal","Kyle","Juszczyk","NYG",0,3.6
"RB","Javorius Allen (7571887)","Javorius Allen",7571887,3000,"Bal@NYG 01:00PM ET","Bal","Javorius","Allen","NYG",4.82,2.5
"WR","Devin Hester (7572005)","Devin Hester",7572005,3000,"Bal@NYG 01:00PM ET","Bal","Devin","Hester","NYG",0,0
"WR","Dwayne Harris (7572007)","Dwayne Harris",7572007,3000,"Bal@NYG 01:00PM ET","NYG","Dwayne","Harris","Bal",1.57,1.2
"WR","Kamar Aiken (7572009)","Kamar Aiken",7572009,3000,"Bal@NYG 01:00PM ET","Bal","Kamar","Aiken","NYG",8.44,10.3
"WR","Tavarres King (7572010)","Tavarres King",7572010,3000,"Bal@NYG 01:00PM ET","NYG","Tavarres","King","Bal",0,0
"WR","Chris Moore (7572012)","Chris Moore",7572012,3000,"Bal@NYG 01:00PM ET","Bal","Chris","Moore","NYG",0,2.9
"WR","Breshad Perriman (7572013)","Breshad Perriman",7572013,3000,"Bal@NYG 01:00PM ET","Bal","Breshad","Perriman","NYG",8.63,10.2
"WR","Roger Lewis (7572015)","Roger Lewis",7572015,3000,"Bal@NYG 01:00PM ET","NYG","Roger","Lewis","Bal",0,0
"RB","Mike Tolbert (7571891)","Mike Tolbert",7571891,3000,"Car@NO 01:00PM ET","Car","Mike","Tolbert","NO",2.66,2.7
"RB","Travaris Cadet (7571895)","Travaris Cadet",7571895,3000,"Car@NO 01:00PM ET","NO","Travaris","Cadet","Car",4.84,2.5
"RB","Marcus Murphy (7571897)","Marcus Murphy",7571897,3000,"Car@NO 01:00PM ET","NO","Marcus","Murphy","Car",0,0
"RB","Daniel Lasco (7571898)","Daniel Lasco",7571898,3000,"Car@NO 01:00PM ET","NO","Daniel","Lasco","Car",0,1.8
"WR","Brenton Bersin (7572017)","Brenton Bersin",7572017,3000,"Car@NO 01:00PM ET","Car","Brenton","Bersin","NO",0,0
"WR","Brandon Coleman (7572018)","Brandon Coleman",7572018,3000,"Car@NO 01:00PM ET","NO","Brandon","Coleman","Car",5.48,1.3
"WR","Damiere Byrd (7572021)","Damiere Byrd",7572021,3000,"Car@NO 01:00PM ET","Car","Damiere","Byrd","NO",0,0
"WR","Tommylee Lewis (7572024)","Tommylee Lewis",7572024,3000,"Car@NO 01:00PM ET","NO","Tommylee","Lewis","Car",0,0
"RB","Joique Bell (7571901)","Joique Bell",7571901,3000,"Jax@Chi 01:00PM ET","Chi","Joique","Bell","Jax",0,1.6
"RB","Denard Robinson (7571902)","Denard Robinson",7571902,3000,"Jax@Chi 01:00PM ET","Jax","Denard","Robinson","Chi",0,0
"RB","Corey Grant (7571903)","Corey Grant",7571903,3000,"Jax@Chi 01:00PM ET","Jax","Corey","Grant","Chi",0,0
"RB","Ka'Deem Carey (7571905)","Ka'Deem Carey",7571905,3000,"Jax@Chi 01:00PM ET","Chi","Ka'Deem","Carey","Jax",3.93,3.6
"RB","Paul Lasike (7571907)","Paul Lasike",7571907,3000,"Jax@Chi 01:00PM ET","Chi","Paul","Lasike","Jax",0,0
"WR","Bryan Walters (7572028)","Bryan Walters",7572028,3000,"Jax@Chi 01:00PM ET","Jax","Bryan","Walters","Chi",0,0
"WR","Arrelious Benn (7572029)","Arrelious Benn",7572029,3000,"Jax@Chi 01:00PM ET","Jax","Arrelious","Benn","Chi",0,0
"WR","Deonte Thompson (7572030)","Deonte Thompson",7572030,3000,"Jax@Chi 01:00PM ET","Chi","Deonte","Thompson","Jax",1.59,0
"WR","Joshua Bellamy (7572033)","Joshua Bellamy",7572033,3000,"Jax@Chi 01:00PM ET","Chi","Joshua","Bellamy","Jax",0,0
"WR","Rashad Greene (7572036)","Rashad Greene",7572036,3000,"Jax@Chi 01:00PM ET","Jax","Rashad","Greene","Chi",1.97,1.1
"RB","Chase Reynolds (7571909)","Chase Reynolds",7571909,3000,"LA@Det 01:00PM ET","LA","Chase","Reynolds","Det",0,0
"RB","Benny Cunningham (7571910)","Benny Cunningham",7571910,3000,"LA@Det 01:00PM ET","LA","Benny","Cunningham","Det",3.15,4.7
"RB","Michael Burton (7571912)","Michael Burton",7571912,3000,"LA@Det 01:00PM ET","Det","Michael","Burton","LA",0,0
"RB","Zach Zenner (7571913)","Zach Zenner",7571913,3000,"LA@Det 01:00PM ET","Det","Zach","Zenner","LA",8.35,8
"RB","Malcolm Brown (7571914)","Malcolm Brown",7571914,3000,"LA@Det 01:00PM ET","LA","Malcolm","Brown","Det",0,1.2
"WR","Andre Roberts (7572039)","Andre Roberts",7572039,3000,"LA@Det 01:00PM ET","Det","Andre","Roberts","LA",1.53,1.7
"WR","Bradley Marquez (7572045)","Bradley Marquez",7572045,3000,"LA@Det 01:00PM ET","LA","Bradley","Marquez","Det",0,0
"WR","Nelson Spruce (7572046)","Nelson Spruce",7572046,3000,"LA@Det 01:00PM ET","LA","Nelson","Spruce","Det",0,0
"WR","Pharoh Cooper (7572047)","Pharoh Cooper",7572047,3000,"LA@Det 01:00PM ET","LA","Pharoh","Cooper","Det",0,4.5
"WR","Mike Thomas (7572048)","Mike Thomas",7572048,3000,"LA@Det 01:00PM ET","LA","Mike","Thomas","Det",0,0
"RB","Isaiah Pead (7571919)","Isaiah Pead",7571919,3000,"Pit@Mia 01:00PM ET","Mia","Isaiah","Pead","Pit",0,0
"RB","Fitzgerald Toussaint (7571920)","Fitzgerald Toussaint",7571920,3000,"Pit@Mia 01:00PM ET","Pit","Fitzgerald","Toussaint","Mia",0,0
"RB","Roosevelt Nix (7571922)","Roosevelt Nix",7571922,3000,"Pit@Mia 01:00PM ET","Pit","Roosevelt","Nix","Mia",0,0
"RB","Damien Williams (7571924)","Damien Williams",7571924,3000,"Pit@Mia 01:00PM ET","Mia","Damien","Williams","Pit",3.82,0
"RB","Kenyan Drake (7571925)","Kenyan Drake",7571925,3000,"Pit@Mia 01:00PM ET","Mia","Kenyan","Drake","Pit",2.6,1.4
"WR","Darrius Heyward-Bey (7572049)","Darrius Heyward-Bey",7572049,3000,"Pit@Mia 01:00PM ET","Pit","Darrius","Heyward-Bey","Mia",4.74,2.1
"WR","Jakeem Grant (7572056)","Jakeem Grant",7572056,3000,"Pit@Mia 01:00PM ET","Mia","Jakeem","Grant","Pit",0,0
"WR","Eli Rogers (7572057)","Eli Rogers",7572057,3000,"Pit@Mia 01:00PM ET","Pit","Eli","Rogers","Mia",12.39,8.2
"WR","Leonte Carroo (7572058)","Leonte Carroo",7572058,3000,"Pit@Mia 01:00PM ET","Mia","Leonte","Carroo","Pit",0,3
"TE","Jesse James (7572172)","Jesse James",7572172,3000,"Pit@Mia 01:00PM ET","Pit","Jesse","James","Mia",10.6,8.4
"RB","James Develin (7571926)","James Develin",7571926,3000,"Cin@NE 01:00PM ET","NE","James","Develin","Cin",0,0
"RB","Brandon Bolden (7571928)","Brandon Bolden",7571928,3000,"Cin@NE 01:00PM ET","NE","Brandon","Bolden","Cin",0,0
"RB","Rex Burkhead (7571929)","Rex Burkhead",7571929,3000,"Cin@NE 01:00PM ET","Cin","Rex","Burkhead","NE",0,0
"RB","D.J. Foster (7571933)","D.J. Foster",7571933,3000,"Cin@NE 01:00PM ET","NE","D.J.","Foster","Cin",0,2.8
"WR","Matthew Slater (7572059)","Matthew Slater",7572059,3000,"Cin@NE 01:00PM ET","NE","Matthew","Slater","Cin",0,0
"WR","James Wright (7572064)","James Wright",7572064,3000,"Cin@NE 01:00PM ET","Cin","James","Wright","NE",1.87,0
"WR","Malcolm Mitchell (7572066)","Malcolm Mitchell",7572066,3000,"Cin@NE 01:00PM ET","NE","Malcolm","Mitchell","Cin",4.06,2.5
"WR","Alex Erickson (7572067)","Alex Erickson",7572067,3000,"Cin@NE 01:00PM ET","Cin","Alex","Erickson","NE",0,0
"WR","Cody Core (7572068)","Cody Core",7572068,3000,"Cin@NE 01:00PM ET","Cin","Cody","Core","NE",0,0
"WR","Tyler Boyd (7572069)","Tyler Boyd",7572069,3000,"Cin@NE 01:00PM ET","Cin","Tyler","Boyd","NE",7.63,7.2
"RB","Taiwan Jones (7571935)","Taiwan Jones",7571935,3000,"KC@Oak 04:05PM ET","Oak","Taiwan","Jones","KC",0,0
"RB","Anthony Sherman (7571936)","Anthony Sherman",7571936,3000,"KC@Oak 04:05PM ET","KC","Anthony","Sherman","Oak",0,0
"RB","Knile Davis (7571938)","Knile Davis",7571938,3000,"KC@Oak 04:05PM ET","KC","Knile","Davis","Oak",0,0
"RB","Jamize Olawale (7571940)","Jamize Olawale",7571940,3000,"KC@Oak 04:05PM ET","Oak","Jamize","Olawale","KC",0,4.3
"WR","Albert Wilson (7572072)","Albert Wilson",7572072,3000,"KC@Oak 04:05PM ET","KC","Albert","Wilson","Oak",5.38,6.3
"WR","Andre Holmes (7572073)","Andre Holmes",7572073,3000,"KC@Oak 04:05PM ET","Oak","Andre","Holmes","KC",3.06,3.3
"WR","De'Anthony Thomas (7572075)","De'Anthony Thomas",7572075,3000,"KC@Oak 04:05PM ET","KC","De'Anthony","Thomas","Oak",0,0
"WR","Demarcus Robinson (7572078)","Demarcus Robinson",7572078,3000,"KC@Oak 04:05PM ET","KC","Demarcus","Robinson","Oak",0,0
"WR","Johnny Holton (7572079)","Johnny Holton",7572079,3000,"KC@Oak 04:05PM ET","Oak","Johnny","Holton","KC",0,1.2
"WR","Tyreek Hill (7572080)","Tyreek Hill",7572080,3000,"KC@Oak 04:05PM ET","KC","Tyreek","Hill","Oak",4.8,1.3
"RB","Patrick DiMarco (7571945)","Patrick DiMarco",7571945,3000,"Atl@Sea 04:25PM ET","Atl","Patrick","DiMarco","Sea",0,0
"RB","C.J. Prosise (7571950)","C.J. Prosise",7571950,3000,"Atl@Sea 04:25PM ET","Sea","C.J.","Prosise","Atl",0,0
"RB","Alex Collins (7571951)","Alex Collins",7571951,3000,"Atl@Sea 04:25PM ET","Sea","Alex","Collins","Atl",2.72,1.9
"WR","Eric Weems (7572081)","Eric Weems",7572081,3000,"Atl@Sea 04:25PM ET","Atl","Eric","Weems","Sea",0,0
"WR","Aldrick Robinson (7572083)","Aldrick Robinson",7572083,3000,"Atl@Sea 04:25PM ET","Atl","Aldrick","Robinson","Sea",3.63,2.2
"WR","Justin Hardy (7572087)","Justin Hardy",7572087,3000,"Atl@Sea 04:25PM ET","Atl","Justin","Hardy","Sea",4.1,3.5
"WR","Paul Richardson (7572088)","Paul Richardson",7572088,3000,"Atl@Sea 04:25PM ET","Sea","Paul","Richardson","Atl",4.42,2.4
"WR","Tanner McEvoy (7572089)","Tanner McEvoy",7572089,3000,"Atl@Sea 04:25PM ET","Sea","Tanner","McEvoy","Atl",0,0
"WR","Taylor Gabriel (7572091)","Taylor Gabriel",7572091,3000,"Atl@Sea 04:25PM ET","Atl","Taylor","Gabriel","Sea",0,0
"RB","Lance Dunbar (7571954)","Lance Dunbar",7571954,3000,"Dal@GB 04:25PM ET","Dal","Lance","Dunbar","GB",0,5.8
"RB","Rod Smith (7571956)","Rod Smith",7571956,3000,"Dal@GB 04:25PM ET","Dal","Rod","Smith","GB",0,0
"RB","Keith Smith (7571957)","Keith Smith",7571957,3000,"Dal@GB 04:25PM ET","Dal","Keith","Smith","GB",0,0
"RB","Aaron Ripkowski (7571958)","Aaron Ripkowski",7571958,3000,"Dal@GB 04:25PM ET","GB","Aaron","Ripkowski","Dal",0,1.7
"RB","Darius Jackson (7571959)","Darius Jackson",7571959,3000,"Dal@GB 04:25PM ET","Dal","Darius","Jackson","GB",0,0
"WR","Jared Abbrederis (7572098)","Jared Abbrederis",7572098,3000,"Dal@GB 04:25PM ET","GB","Jared","Abbrederis","Dal",0,1
"WR","Ty Montgomery (7572099)","Ty Montgomery",7572099,3000,"Dal@GB 04:25PM ET","GB","Ty","Montgomery","Dal",1.66,0
"WR","Trevor Davis (7572101)","Trevor Davis",7572101,3000,"Dal@GB 04:25PM ET","GB","Trevor","Davis","Dal",0,0
"WR","Lucky Whitehead (7572102)","Lucky Whitehead",7572102,3000,"Dal@GB 04:25PM ET","Dal","Lucky","Whitehead","GB",0,3.2
"WR","Jeff Janis (7572103)","Jeff Janis",7572103,3000,"Dal@GB 04:25PM ET","GB","Jeff","Janis","Dal",0,0
"RB","Robert Turbin (7571962)","Robert Turbin",7571962,3000,"Ind@Hou 08:30PM ET","Ind","Robert","Turbin","Hou",0,1.9
"RB","Jonathan Grimes (7571963)","Jonathan Grimes",7571963,3000,"Ind@Hou 08:30PM ET","Hou","Jonathan","Grimes","Ind",0,0
"RB","Jordan Todman (7571964)","Jordan Todman",7571964,3000,"Ind@Hou 08:30PM ET","Ind","Jordan","Todman","Hou",0,0
"RB","Alfred Blue (7571966)","Alfred Blue",7571966,3000,"Ind@Hou 08:30PM ET","Hou","Alfred","Blue","Ind",2.96,3.8
"RB","Jay Prosch (7571967)","Jay Prosch",7571967,3000,"Ind@Hou 08:30PM ET","Hou","Jay","Prosch","Ind",0,0
"RB","Tyler Ervin (7571968)","Tyler Ervin",7571968,3000,"Ind@Hou 08:30PM ET","Hou","Tyler","Ervin","Ind",0,1.1
"RB","Josh Ferguson (7571969)","Josh Ferguson",7571969,3000,"Ind@Hou 08:30PM ET","Ind","Josh","Ferguson","Hou",7.7,4.2
"WR","Devin Street (7572105)","Devin Street",7572105,3000,"Ind@Hou 08:30PM ET","Ind","Devin","Street","Hou",0,0
"WR","Keith Mumphery (7572106)","Keith Mumphery",7572106,3000,"Ind@Hou 08:30PM ET","Hou","Keith","Mumphery","Ind",0,3.5
"WR","Quan Bray (7572108)","Quan Bray",7572108,3000,"Ind@Hou 08:30PM ET","Ind","Quan","Bray","Hou",3.89,2.8
"WR","Braxton Miller (7572109)","Braxton Miller",7572109,3000,"Ind@Hou 08:30PM ET","Hou","Braxton","Miller","Ind",5.26,7.9
"WR","Chester Rogers (7572112)","Chester Rogers",7572112,3000,"Ind@Hou 08:30PM ET","Ind","Chester","Rogers","Hou",7.53,6.6
"WR","Jaelen Strong (7572113)","Jaelen Strong",7572113,3000,"Ind@Hou 08:30PM ET","Hou","Jaelen","Strong","Ind",9.8,11.6
"TE","Charles Clay (7572116)","Charles Clay",7572116,2900,"SF@Buf 01:00PM ET","Buf","Charles","Clay","SF",9.96,8.8
"TE","Will Tye (7572141)","Will Tye",7572141,2900,"Bal@NYG 01:00PM ET","NYG","Will","Tye","Bal",7.42,5.1
"TE","Richard Rodgers (7572203)","Richard Rodgers",7572203,2900,"Dal@GB 04:25PM ET","GB","Richard","Rodgers","Dal",8.73,8.1
"TE","Jordan Cameron (7572168)","Jordan Cameron",7572168,2800,"Pit@Mia 01:00PM ET","Mia","Jordan","Cameron","Pit",0,0
"TE","Jacob Tamme (7572191)","Jacob Tamme",7572191,2800,"Atl@Sea 04:25PM ET","Atl","Jacob","Tamme","Sea",7.74,7.6
"TE","Lance Kendricks (7572160)","Lance Kendricks",7572160,2700,"LA@Det 01:00PM ET","LA","Lance","Kendricks","Det",9.08,6.6
"TE","Clive Walford (7572187)","Clive Walford",7572187,2600,"KC@Oak 04:05PM ET","Oak","Clive","Walford","KC",8.16,6.9
"TE","Kyle Nelson (7572115)","Kyle Nelson",7572115,2500,"SF@Buf 01:00PM ET","SF","Kyle","Nelson","Buf",0,0
"TE","Garrett Celek (7572117)","Garrett Celek",7572117,2500,"SF@Buf 01:00PM ET","SF","Garrett","Celek","Buf",4.45,3.7
"TE","Vance McDonald (7572118)","Vance McDonald",7572118,2500,"SF@Buf 01:00PM ET","SF","Vance","McDonald","Buf",6.69,6.6
"TE","Gerald Christian (7572119)","Gerald Christian",7572119,2500,"SF@Buf 01:00PM ET","Buf","Gerald","Christian","SF",0,0
"TE","Blake Bell (7572120)","Blake Bell",7572120,2500,"SF@Buf 01:00PM ET","SF","Blake","Bell","Buf",0,1.4
"TE","Je'Ron Hamm (7572121)","Je'Ron Hamm",7572121,2500,"SF@Buf 01:00PM ET","SF","Je'Ron","Hamm","Buf",0,0
"TE","Nick O'Leary (7572122)","Nick O'Leary",7572122,2500,"SF@Buf 01:00PM ET","Buf","Nick","O'Leary","SF",0,0
"TE","Vernon Davis (7572123)","Vernon Davis",7572123,2500,"Phi@Was 01:00PM ET","Was","Vernon","Davis","Phi",8.56,8.7
"TE","Brent Celek (7572124)","Brent Celek",7572124,2500,"Phi@Was 01:00PM ET","Phi","Brent","Celek","Was",0,2.4
"TE","Niles Paul (7572125)","Niles Paul",7572125,2500,"Phi@Was 01:00PM ET","Was","Niles","Paul","Phi",4.47,5.6
"TE","Trey Burton (7572128)","Trey Burton",7572128,2500,"Phi@Was 01:00PM ET","Phi","Trey","Burton","Was",3.55,2.5
"TE","Anthony Fasano (7572129)","Anthony Fasano",7572129,2500,"Cle@Ten 01:00PM ET","Ten","Anthony","Fasano","Cle",1.68,0
"TE","Beau Brinkley (7572132)","Beau Brinkley",7572132,2500,"Cle@Ten 01:00PM ET","Ten","Beau","Brinkley","Cle",0,0
"TE","Randall Telfer (7572133)","Randall Telfer",7572133,2500,"Cle@Ten 01:00PM ET","Cle","Randall","Telfer","Ten",0,0
"TE","Connor Hamlett (7572134)","Connor Hamlett",7572134,2500,"Cle@Ten 01:00PM ET","Cle","Connor","Hamlett","Ten",1.96,1.2
"TE","Jace Amaro (7572135)","Jace Amaro",7572135,2500,"Cle@Ten 01:00PM ET","Ten","Jace","Amaro","Cle",0,0
"TE","Phillip Supernaw (7572136)","Phillip Supernaw",7572136,2500,"Cle@Ten 01:00PM ET","Ten","Phillip","Supernaw","Cle",0,0
"TE","Seth DeValve (7572137)","Seth DeValve",7572137,2500,"Cle@Ten 01:00PM ET","Cle","Seth","DeValve","Ten",0,0
"TE","Larry Donnell (7572139)","Larry Donnell",7572139,2500,"Bal@NYG 01:00PM ET","NYG","Larry","Donnell","Bal",7.57,3.8
"TE","Crockett Gillmore (7572140)","Crockett Gillmore",7572140,2500,"Bal@NYG 01:00PM ET","Bal","Crockett","Gillmore","NYG",2.78,5.7
"TE","Daniel Brown (7572142)","Daniel Brown",7572142,2500,"Bal@NYG 01:00PM ET","Bal","Daniel","Brown","NYG",0,0
"TE","Darren Waller (7572143)","Darren Waller",7572143,2500,"Bal@NYG 01:00PM ET","Bal","Darren","Waller","NYG",0,0
"TE","Jerell Adams (7572144)","Jerell Adams",7572144,2500,"Bal@NYG 01:00PM ET","NYG","Jerell","Adams","Bal",4.14,0
"TE","Ed Dickson (7572146)","Ed Dickson",7572146,2500,"Car@NO 01:00PM ET","Car","Ed","Dickson","NO",0,2.6
"TE","Josh Hill (7572148)","Josh Hill",7572148,2500,"Car@NO 01:00PM ET","NO","Josh","Hill","Car",0,0
"TE","Chris Manhertz (7572149)","Chris Manhertz",7572149,2500,"Car@NO 01:00PM ET","NO","Chris","Manhertz","Car",0,0
"TE","Scott Simonson (7572150)","Scott Simonson",7572150,2500,"Car@NO 01:00PM ET","Car","Scott","Simonson","NO",0,0
"TE","Marcedes Lewis (7572151)","Marcedes Lewis",7572151,2500,"Jax@Chi 01:00PM ET","Jax","Marcedes","Lewis","Chi",4.18,2.8
"TE","Logan Paulsen (7572153)","Logan Paulsen",7572153,2500,"Jax@Chi 01:00PM ET","Chi","Logan","Paulsen","Jax",1.33,0
"TE","Patrick Scales (7572154)","Patrick Scales",7572154,2500,"Jax@Chi 01:00PM ET","Chi","Patrick","Scales","Jax",0,0
"TE","Neal Sterling (7572156)","Neal Sterling",7572156,2500,"Jax@Chi 01:00PM ET","Jax","Neal","Sterling","Chi",0,0
"TE","Ben Koyack (7572157)","Ben Koyack",7572157,2500,"Jax@Chi 01:00PM ET","Jax","Ben","Koyack","Chi",0,0
"TE","Ben Braunecker (7572158)","Ben Braunecker",7572158,2500,"Jax@Chi 01:00PM ET","Chi","Ben","Braunecker","Jax",0,0
