"Aaron Judge_NYY","AJ Pollock_ARI","Paul Goldschmidt_ARI","Jake Lamb_ARI","JD Martinez_ARI","David Peralta_ARI","Freddie Freeman_ATL","Mookie Betts_BOS","Andrew McCutchen_PIT","Brett Gardner_NYY","Didi Gregorius_NYY","Gary Sanchez_NYY","Dustin Pedroia_BOS","Josh Bell_PIT","Gregor Blanco_ARI","Starling Marte_PIT","Joey Votto_CIN","Yasmany Tomas_ARI","Andrew Benintendi_BOS","Buster Posey_SF","Matt Holliday_NYY","Chase Headley_NYY","Zack Cozart_CIN","Starlin Castro_NYY","Adam Duvall_CIN","Hanley Ramirez_BOS","Ender Inciarte_ATL","Josh Harrison_PIT","Todd Frazier_NYY","Gregory Polanco_PIT","Billy Hamilton_CIN","Scooter Gennett_CIN","Clint Frazier_NYY","Robinson Cano_SEA","Xander Bogaerts_BOS","Daniel Descalso_ARI","Matt Adams_ATL","Eduardo Nunez_SF","Adam Frazier_PIT","Aaron Hicks_NYY","Eugenio Suarez_CIN","Nelson Cruz_SEA","Jackie Bradley_BOS","Brandon Phillips_ATL","Johan Camargo_ATL","Denard Span_SF","David Freese_PIT","Jean Segura_SEA","Kyle Seager_SEA","Ben Gamel_SEA","Nick Markakis_ATL","Matt Kemp_ATL","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Adonis Garcia_ATL","Brandon Belt_SF","Greg Bird_NYY","Chris Young_BOS","Mitch Moreland_BOS","Chris Iannetta_ARI","Chris Herrmann_ARI","Rey Fuentes_ARI","Danny Santana_ATL","Brandon Drury_ARI","Hunter Pence_SF","Jordy Mercer_PIT","Jacoby Ellsbury_NYY","Scott Schebler_CIN","Tyler Flowers_ATL","Chris Owings_ARI","Ketel Marte_ARI","Brandon Crawford_SF","Mason Williams_NYY","Tyler Austin_NYY","Miguel Andujar_NYY","Kurt Suzuki_ATL","Francisco Cervelli_PIT","Gorkys Hernandez_SF","Arismendy Alcantara_CIN","Ronald Torreyes_NYY","Jorge Mateo_NYY","Jhonny Peralta_BOS","Jack Reinheimer_ARI","Jarrett Parker_SF","Christian Arroyo_SF","Tyler Wade_NYY","Dustin Fowler_NYY","Jace Peterson_ATL","Micah Johnson_ATL","Pablo Sandoval_SF","Ji-Man Choi_NYY","Jesse Winker_CIN","Garrett Cooper_NYY","Gleyber Torres_NYY","Danny Valencia_SEA","Leonys Martin_SEA","Brock Holt_BOS","Mike Zunino_SEA","Ildemaro Vargas_ARI","Rio Ruiz_ATL","Dawel Lugo_ARI","Domingo Leyba_ARI","Travis Demeritte_ATL","Jose Osuna_PIT","Mac Williamson_SF","Danny Espinosa_SEA","Rafael Devers_BOS","Jeff Mathis_ARI","Nick Hundley_SF","Joe Panik_SF","Kelby Tomlinson_SF","Tucker Barnhart_CIN","Jarrod Dyson_SEA","Mitch Haniger_SEA","Steve Selsky_BOS","Marco Hernandez_BOS","Taylor Motter_SEA","Elias Diaz_PIT","Sandy Leon_BOS","Deven Marrero_BOS","Aaron Hill_SF","Danny Ortiz_PIT","Kevin Newman_PIT","Kyle Higashioka_NYY","Jose Peraza_CIN","Patrick Kivlehan_CIN","Phillip Ervin_CIN","Josh Rutledge_BOS","Sam Travis_BOS","Guillermo Heredia_SEA","Christian Walker_ARI","Socrates Brito_ARI","Conor Gillaspie_SF","Devin Mesoraco_CIN","Austin Romine_NYY","Carlos Ruiz_SEA","Shawn O'Malley_SEA","Christian Vazquez_BOS","Dansby Swanson_ATL","Justin Ruggiano_SF","Boog Powell_SEA","Michael Morse_SF","John Jaso_PIT","Phil Gosselin_PIT","Chris Bostick_PIT","Tuffy Gosewisch_SEA","Sean Rodriguez_ATL","Emilio Bonifacio_ATL","Ronald Acuna_ATL","Tim Federowicz_SF","Gift Ngoepe_PIT","Jacob Stallings_PIT","Jae-gyun Hwang_SF","Nick Senzel_CIN","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Lane Adams_ATL","Chris Marrero_SF","Max Moroff_PIT","Stuart Turner_CIN","DJ Peterson_SEA","Tzu-Wei Lin_BOS","Tyler Smith_SEA","Chris Stewart_PIT","Austin Slater_SF","Miguel Gomez_SF","Ryder Jones_SF","Orlando Calixte_SF","John Bormann_PIT"
0.0425480769230769,0,0,0,0,0,0,0,0,13.4944473823374,55.8759877085162,-1.65638606676343,0,0,0,0,0,0,0,0,6.72352941176471,-1.9030303030303,0,10.4976470588235,0,0,0,0,25.7,0,0,0,-14.9772727272727,0,0,0,0,0,0,1.68556005398111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.13756613756614,0,0,0,0,0,-48.3333333333333,1.83333333333333,0,0,0,0,0,17.665,0,0,0,0,0,6.54761904761905,0,0,0,0,0,0,-55.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.2519480519481,0,0,0,0,0,0,0,0,4.52443609022556,-1.65638606676343,82.3669491525424,0,0,0,0,0,0,0,0,26.8118393234672,4.05061224489796,0,35.5671717171717,0,0,0,0,-12.6666666666667,0,0,0,-29.9,0,0,0,0,0,0,19.9857954545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.77920227920228,0,0,0,0,0,50,-40.5,0,0,0,0,0,3.46296296296296,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23.4821156773212,0,0,0,0,41.329009009009,0,0,0,0,0,12.044776119403,0,0,0,0,0,0,19.2508474576271,0,0,0,0,0,0,0,0,5.8968253968254,0,0,0,0,0,0,0,2.20338983050847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6853832442068,-3.17588325652842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606060606060606,0,0,15.5817923186344,9.84330484330484,0,0,0,0,0,0,0,13.3186813186813,11.1,0,0,0,0,0,0,0,0,7.56831831831832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6888888888889,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7.62120253164557,0,0,0,0,59.2167240390132,0,50.5166666666667,0,0,0,0,0,0,0,0,0,0,0,-0.252982456140351,0,6.67636171337916,0,0,0,0,0,0,0,0,-1.22612244897959,0,0,0,0,0,0,0,-5.86586791350088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52682843472317,0,0,0,0,0,0,0,0,0,0,2.19155354449472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.2359307359307,0,0,0,0,0,0,0,0,0,0,0,0,0,20.030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3508064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.5178571428571,0,0,0,0,-4.02614379084967,0,0,0,0,0
0,24,4.28602150537634,34.0911330049261,0,4.81422924901186,0,0,0,0,0,0,0,0,64.866935483871,0,0,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.3567251461988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.8708333333333,0,0,0,0,0,18.7083333333333,13.552380952381,0,0,4.41304347826087,0,0,0,0,0,15.3048433048433,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,32.0438596491228,0,0,0,0,50.5166666666667,0,91.0643274853801,0,0,0,0,0,0,0,0,0,0,0,17.9191176470588,0,-9.58181818181818,0,0,0,0,0,0,0,0,22.7,0,0,0,0,0,0,0,-1.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9007352941176,0,0,0,0,0,0,0,0,0,0,24.3083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1517064048621,0,0,0,0,0,6.63146997929607,0,4.74943977591036,0,0,0,0,0,-4.07913165266106,-8.2372802960222,0,0,0,0,0,0,0,0,-3.16470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35542168674699,0,0,0,0,0,0,0,0,0,0,12.9722222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18238993710692,0,0,0,0,0,0,0,0,0,0,0,0,7.61708860759494,5.16176470588235,0,0,0,0,0,0,0,-0.63903743315508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0333333333333,0,0,0,0,0,0,0,0,0
0,-9.7037037037037,3.50769230769231,6.59084084084084,0,22.5897435897436,0,0,0,0,0,0,0,0,30.4,0,0,58.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.140522875817,0,0,0,0,0,-6.60897435897436,-24.2857142857143,0,0,16.8123123123123,0,0,0,0,0,20.1966966966967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,17.657753164557,0,0,0,0,12.044776119403,0,0,0,0,0,81.079945799458,0,0,0,0,0,0,6.165625,0,0,0,0,0,0,0,0,10.6283255086072,0,0,0,0,0,0,0,14.3829326923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08786945812808,17.9612612612613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07142857142857,0,0,17.917004048583,-4.0948275862069,0,0,0,0,0,0,0,6.36842105263158,0,0,0,0,0,0,0,0,0,16.3737541528239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6444444444444,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6058641975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66102591221576,0,0,0,0,0,0,0,9.16835994194485,0,0,0,0,0,0,0,0,0,4.51883561643836,0,0,0,0,0,0,0,0,13.8459964932788,0,0,0,0,0,0,7.36656746031746,0,0,0,0,0,3.25027685492802,0,0,0,0,0,-6.41666666666667,8.03418803418803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15.4285714285714,9.39348710990502,7.13888888888889,0,0,0,0,0,0,0,0,0,7.08181818181818,0,0,0,0,0,0,0,0,0,0,0,-36.6666666666667,0,0,0,0,0,0,4.65151515151515,0,7.75,0,0,0,0,0,0,0,0,0,0,3.78571428571429,0,0,0,0,2.8,0,0,0,0,0,0,39.4105263157895,0,-9.33333333333333,-13.3,0
21.5114135206321,0,0,0,0,0,0,0,0,11.8985875706215,6.72352941176471,26.8118393234672,0,0,0,0,0,0,0,0,64.0846790890269,-0.604032729398013,0,24.6294642857143,0,0,0,0,-4.7,0,0,0,-9.02380952380952,0,0,0,0,0,0,7.90420819490587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.658064516129,0,0,0,0,0,-105,0,0,0,0,0,0,-1.96774193548387,0,0,0,0,0,-7.5,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,-8.11076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.01963963963964,0,0,0,0,0,0,0,0,-7.40430201931519,-1.9030303030303,4.05061224489796,0,0,0,0,0,0,0,0,-0.604032729398013,33.0967218435573,0,8.34920634920635,0,0,0,0,3.25,0,0,0,-0.00909090909090909,0,0,0,0,0,0,2.78017718715393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47909407665505,0,0,0,0,0,22.5,45.5,0,0,0,0,0,-1.27272727272727,0,0,0,0,0,13,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,3.05704099821747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63146997929607,0,0,0,0,0,74.3977225672878,0,-16.3502304147465,0,0,0,0,0,18.6060096153846,-0.970899470899471,0,0,0,0,0,0,0,0,6.34722222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.59809624537282,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96456256921373,0,0,0,0,0,0,0,0,0,0,0,0,2.71929824561404,-8.16363636363636,0,0,0,0,0,0,0,-16.4718614718615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1,0,0,0,0,0,0,0,0,0
