"Michael Conforto_NYM","Giancarlo Stanton_MIA","Justin Bour_MIA","Eric Thames_MIL","Elvis Andrus_TEX","Lucas Duda_NYM","Domingo Santana_MIL","Travis Shaw_MIL","Ryan Braun_MIL","Eduardo Nunez_SF","Neil Walker_NYM","Kris Bryant_CHC","Jay Bruce_NYM","Anthony Rizzo_CHC","Yoenis Cespedes_NYM","Marcell Ozuna_MIA","Brandon Belt_SF","Buster Posey_SF","Brandon Crawford_SF","Adrian Beltre_TEX","David Wright_NYM","Joey Gallo_TEX","Javier Baez_CHC","Denard Span_SF","Hernan Perez_MIL","Shin-Soo Choo_TEX","Nomar Mazara_TEX","Christian Yelich_MIA","Kyle Schwarber_CHC","Hunter Pence_SF","Dee Gordon_MIA","Ian Happ_CHC","Keon Broxton_MIL","Wilmer Flores_NYM","Jonathan Villar_MIL","Jose Reyes_NYM","Asdrubal Cabrera_NYM","Carlos Gomez_TEX","Ben Zobrist_CHC","Willson Contreras_CHC","Jesus Aguilar_MIL","Joe Panik_SF","Jarrett Parker_SF","Christian Arroyo_SF","Jason Heyward_CHC","JT Realmuto_MIA","Nick Franklin_MIL","Travis d'Arnaud_NYM","Peter O'Brien_TEX","TJ Rivera_NYM","Eric Sogard_MIL","Mac Williamson_SF","Mike Napoli_TEX","Curtis Granderson_NYM","Brandon Nimmo_NYM","Addison Russell_CHC","Nick Hundley_SF","Jett Bandy_MIL","Kelby Tomlinson_SF","Jurickson Profar_TEX","Miguel Montero_CHC","Martin Prado_MIA","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Juan Lagares_NYM","Gavin Cecchini_NYM","Jon Jay_CHC","Jeimer Candelario_CHC","Albert Almora_CHC","Aaron Hill_SF","Orlando Arcia_MIL","Robinson Chirinos_TEX","Delino DeShields_TEX","Matt Reynolds_NYM","Rougned Odor_TEX","Kevin Plawecki_NYM","Gorkys Hernandez_SF","Conor Gillaspie_SF","Pete Kozma_TEX","Brett Nicholas_TEX","Tommy La Stella_CHC","Justin Ruggiano_SF","Austin Slater_SF","Orlando Calixte_SF","Derek Dietrich_MIA","Michael Morse_SF","Rene Rivera_NYM","Jonathan Lucroy_TEX","Jared Hoying_TEX","Ryan Rua_TEX","Hanser Alberto_TEX","Destin Hood_MIA","Tyler Moore_MIA","Tomas Telis_MIA","JT Riddle_MIA","Tim Federowicz_SF","Drew Stubbs_TEX","Ichiro Suzuki_MIA","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","AJ Ellis_MIA","Chris Marrero_SF","Mike Aviles_MIA","Eloy Jimenez_CHC","Drew Robinson_TEX","Miguel Rojas_MIA"
4.04409672830725,0,0,0,0,24.7379310344828,0,0,0,0,62,0,-9.42021276595745,0,10.7867647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22943722943723,0,12.5774390243902,3.74905303030303,0,0,0,0,0,0,0,0,0,0,2.77865612648221,0,10.9122807017544,0,0,0,-2.95072463768116,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,-10.8333333333333,0,23.6666666666667,0,0,0,0,0,0,0,0,0,0,-4.57246376811594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,76.687074829932,0,9.05496453900709,0,0,0,0,0,0,0,0,6.89393939393939,0,0,0,0,0,10.1,0,0,20,0,0,0,0,0,0,18.246996996997,11.6761363636364,0,0,0,0,10.0128205128205,0,0,0,0,0,0,0,0,0,0,19.3737804878049,0,0,0,0,25.2833333333333,0,0,0,0,0,0,14.7463235294118,0,20.6812865497076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.20175438596491,0,0,0,0,-11.8793103448276,0,0,0,0,-9.42021276595745,0,85.7301960784314,0,-21.5708333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2885375494071,0,-6.77439024390244,13.5035650623886,0,0,0,0,0,0,0,0,0,0,-21.5335968379447,0,-3.24561403508772,0,0,0,0.115151515151515,0,0,0,0,0,0,0,0,0,0,0,-3.61904761904762,0,0,0,0,0,0,0,0,-9.16666666666667,0,-18.4,0,0,0,0,0,0,0,0,0,0,3.20355731225296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.05496453900709,0,64.8682352941177,0,0,0,0,0,0,0,0,-1.43809523809524,0,0,0,0,0,4.14451827242525,0,0,6.6875,0,0,0,0,0,0,5.91180654338549,23.655462184874,0,0,0,0,23.7408906882591,0,0,0,0,0,0,0,0,0,0,6.05749128919861,0,0,0,0,8.71666666666667,0,0,0,0,0,0,15.0416666666667,55,-15.9285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.6,0,0,0,0,133.544444444444,0,0,0,0,10.7867647058824,0,-21.5708333333333,0,166.654411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3333333333333,0,4.5047619047619,55.675,0,0,0,0,0,0,0,0,0,0,164.522727272727,0,0,0,0,0,34.4945054945055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.12571428571429,5.46859903381643,0,0,0,0,0,0,0,0,0,0,0,0,76.6165158371041,0,0,0,0,0,0,0,0,0,0,0,21.7711161387632,0,0,11.468085106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39922480620155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.14761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.29768270944741,0,0,0,0,0,0,0,29.3333333333333,0,0.16798418972332,0,0,10.0666666666667,3.5,0,-2.85,23.4666666666667,0,0,0,0,35.1142857142857
0,0,0,0,0,0,0,0,0,8.49814986123959,0,0,0,0,0,0,39.9709653092006,0.958188153310105,-3.7425320056899,0,0,0,0,9.69784946236559,0,0,0,0,0,2.87931034482759,0,0,0,0,0,0,0,0,0,0,0,14.0444444444444,-10.8,-2.12307692307692,0,0,0,0,0,0,0,5.95833333333333,0,0,0,0,7.8625,0,-6,0,0,0,0,0,0,0,0,0,0,0,8.26666666666667,0,0,0,0,0,0,7.41904761904762,13.7380952380952,0,0,0,31.4636363636364,0,3,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.583333333333333,0,0,0,0
0,0,0,0,0,0,0,0,0,1.1115221987315,0,0,0,0,0,0,0.958188153310105,30.6492753623188,5.44153225806452,0,0,0,0,-2.72727272727273,0,0,0,0,0,12.4583333333333,0,0,0,0,0,0,0,0,0,0,0,-1.59487179487179,-6.41666666666667,8.67076923076923,0,0,0,0,0,0,0,2,0,0,0,0,8.13888888888889,0,-24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-6.04940711462451,-36.6666666666667,0,0,0,3.16666666666667,0,-8.16666666666667,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0
0,0,0,0,0,0,0,0,0,18.9492063492063,0,0,0,0,0,0,-3.7425320056899,5.44153225806452,33.5070512820513,0,0,0,0,8.10322580645161,0,0,0,0,0,15.0087719298246,0,0,0,0,0,0,0,0,0,0,0,-2.63174603174603,-1.8,8.3956043956044,0,0,0,0,0,0,0,7.23611111111111,0,0,0,0,-1.76373626373626,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58333333333333,0,0,0,0,0,0,26.0666666666667,10,0,0,0,-23.8444444444444,0,-14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2678571428571,0,0,0,0
0,0,0,0,-26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,0,-38,0,0,0,-41,-20.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,4.35,-9,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-3.45714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,0,71.5749019607843,0,0,0,5.2568710359408,-0.925531914893617,0,0,0,0,0,0,0,0,0,0,-1.65775401069519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31173864894795,0,0,0,0,0,0,2.26515151515152,0,0,0,0,0,0,0,0,0,0,0,0,59.0073529411765,8.39770114942529,0,3.13803921568627,0,0,0,7,0,0,0,0,0,0,0,0,4.22222222222222,17.0818181818182,24.3714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.89393939393939,0,-1.43809523809524,0,0,0,0,0,0,0,0,90.2747747747748,0,0,0,0,0,26.5997536945813,0,0,-6.2,0,0,0,0,0,0,-0.239130434782609,-20.0343915343915,0,0,0,0,-9.965,0,0,0,0,0,0,0,0,0,0,-12.6994301994302,0,0,0,0,10.4166666666667,0,0,0,0,0,0,0.25,-8.33333333333333,-10.7941176470588,0,0,0,0,0,0,0,0,0,0,0,-0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9.98809523809524,0,0,0,0,0,0,9.69784946236559,-2.72727272727273,8.10322580645161,0,0,0,0,44.1602822580645,0,0,0,0,0,-2.44230769230769,0,0,0,0,0,0,0,0,0,0,0,-3.09113300492611,23.8,-7.90151515151515,0,0,0,0,0,0,0,16.8194444444444,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,9.16666666666667,0,0,0,-7.05357142857143,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0,0
0,0,0,39.993842364532,0,0,-8.61904761904762,-0.935960591133005,-0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.96996996997,0,0,0,0,0,0,0,8.49145299145299,0,7.57575757575758,0,0,0,0,0,39.9333333333333,0,0,0,0,0,3.61111111111111,0,0,0,5.86666666666667,0,0,0,0,0,0,-0.310526315789474,0,0,0,0,22.3455882352941,-10.8333333333333,0,0,0,0,0,0,0,9.86896551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.59082125603865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,5.2568710359408,0,0,0,64.427382053654,23.4807692307692,0,0,0,0,0,0,0,0,0,0,12.3279569892473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.4966261808367,0,0,0,0,0,0,12.3030303030303,0,0,0,0,0,0,0,0,0,0,0,0,18.5666666666667,23.4969230769231,0,3.87141535615171,0,0,0,5,0,0,0,0,0,0,0,0,-1.09269162210339,16.8090909090909,40.1633986928105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.89275362318841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.55,0,-0.925531914893617,0,0,0,23.4807692307692,56.9269195189639,0,0,0,0,0,0,0,0,0,0,22.7862903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.86842105263158,0,0,0,0,0,0,14.9545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,2.65538461538462,0,8.90656799259945,0,0,0,-5,0,0,0,0,0,0,0,0,11.8591800356506,13.8222222222222,17.6437908496732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15.36,17.712077294686,0,0,0,0,0,0,0,0,0,0,0,0,21.7711161387632,0,0,0,0,0,0,0,0,0,0,0,48.8427601809955,0,0,4.23404255319149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99169435215947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.96190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79679144385027,0,0,0,0,0,0,0,21.9166666666667,0,-11.7826086956522,0,0,29,-10.25,0,14.2916666666667,0.533333333333333,0,0,0,0,-5.32857142857143
0,0,0,0,0,0,0,0,0,0,0,10.1,0,4.14451827242525,0,0,0,0,0,0,0,0,26.5997536945813,0,0,0,0,0,39.8498942917548,0,0,16.1474358974359,0,0,0,0,0,0,-1.21390374331551,-1.0935960591133,0,0,0,0,9.47058823529412,0,0,0,0,0,0,0,0,0,0,9.64349376114082,0,0,0,0,31.2380952380952,0,0,0,0,0,0,9.30952380952381,56.6666666666667,0.580952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9.83010752688172,0,0,0,0,0,0,2.87931034482759,12.4583333333333,15.0087719298246,0,0,0,0,-2.44230769230769,0,0,0,0,0,27.0511363636364,0,0,0,0,0,0,0,0,0,0,0,7.78620689655172,2.97619047619048,-7.46794871794872,0,0,0,0,0,0,0,0,0,0,0,0,14.6538461538462,0,-28,0,0,0,0,0,0,0,0,0,0,0,-22.1666666666667,0,0,0,0,0,0,4.17279411764706,2.78571428571429,0,0,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8392857142857,0,0,0,0
0,-4.42753623188406,21.2200929152149,0,0,0,0,0,0,0,0,0,0,0,0,11.468085106383,0,0,0,0,0,0,0,0,0,0,0,4.23404255319149,0,0,46.8936170212766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6140350877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.13461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51720430107527,0,0,0,0,0,0,0,32.4166666666667,0,21.3766233766234,0,0,0.45,4.41666666666667,0,-3.64102564102564,17.8888888888889,0,0,0,0,11.6794871794872
0,0,0,0,0,0,0,0,0,0,0,20,0,6.6875,0,0,0,0,0,0,0,0,-6.2,0,0,0,0,0,16.1474358974359,0,0,79.8088235294118,0,0,0,0,0,0,3.7,14.1333333333333,0,0,0,0,-3.50909090909091,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,-7.52380952380952,0,0,0,0,0,0,-1.83333333333333,20,7.5,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.12436974789916,0,0,2.92380952380952,10.1492063492063,-25.7761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49145299145299,0,0,0,0,0,0,0,74.4728682170543,0,12.1152204836415,0,0,0,0,0,-7.11428571428571,0,0,0,0,0,-4.25,0,0,0,5.19047619047619,0,0,0,0,0,0,-18.201581027668,0,0,0,0,5.49473684210526,0,0,0,0,0,0,0,0,6.50404858299595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.41830065359477,0,0,0,0,-15.1,0,0,0,0,2.22943722943723,0,15.2885375494071,0,72.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5233333333333,0,5.80718954248366,-1.45454545454545,0,0,0,0,0,0,0,0,0,0,58.7321428571429,0,-5.88095238095238,0,0,0,0.632411067193676,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,-2.5,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,-3.56593406593407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.84487179487179,0,0,-9.62753036437247,1.63461538461538,-24.9076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57575757575758,0,0,0,0,0,0,0,12.1152204836415,0,62.3612588652482,0,0,0,0,0,-31.3589743589744,0,0,0,0,0,-0.821428571428571,0,0,0,-7.25,0,0,0,0,0,0,4.525,0,0,0,0,23.4644268774704,-19,0,0,0,0,0,0,0,2.59329268292683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.9848484848485,0,0,0,0,17.8351449275362,0,0,0,0,12.5774390243902,0,-6.77439024390244,0,4.5047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80718954248366,0,43.4778012684989,2.67692307692308,0,0,0,0,0,0,0,0,0,0,19.6637426900585,0,11.1666666666667,0,0,0,-0.671408250355619,0,0,0,0,0,0,0,0,0,0,0,16.6805555555556,0,0,0,0,0,0,0,0,9,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,10.2683982683983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.05072463768116,0,0,0,0,28.0119047619048,0,0,0,0,3.74905303030303,0,13.5035650623886,0,55.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.45454545454545,0,2.67692307692308,49.7697478991597,0,0,0,0,0,0,0,0,0,0,27.7105263157895,0,31.8194444444444,0,0,0,17.6537634408602,0,0,0,0,0,0,0,0,0,0,0,13.1666666666667,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.52941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.65775401069519,0,0,0,12.3279569892473,22.7862903225806,0,0,0,0,0,0,0,0,0,0,62.5396825396825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.64393939393939,0,0,0,0,0,0,4.15909090909091,0,0,0,0,0,0,0,0,0,0,0,0,-11.0181818181818,18.3578947368421,0,30.815873015873,0,0,0,-12,0,0,0,0,0,0,0,0,-5.94833333333333,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
