Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Philip Rivers,21,,QB,6600,SD,@CAR,23.8,CAR by 1,13%,-13%,10%,33.3,35.4,36.5,6.6,7.9,1.0,1.0,1.5,0.3,2.8,0.0,0.0,0.0,0.0,0.0,62,20.5,19.6,19.6,14.1,25.2,20.0,3.0,0.0,0.0
Golden Tate,20,,WR,6600,DET,CHI,24.5,DET by 7.5,-9%,0%,5%,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.4,0.1,-0.3,7.0,7.9,7.2,0.8,8.0,13,16.1,13.8,13.8,3.1,24.5,14.2,2.2,0.0,0.0
Russell Wilson,16,,QB,6600,SEA,@GB,24.0,SEA by 3,5%,-12%,6%,33.3,33.7,31.0,4.4,7.8,6.3,4.2,4.6,0.1,3.8,0.3,0.2,0.0,0.1,7.0,65,18.1,17.3,17.3,9.9,24.8,19.7,3.0,0.0,0.0
Matt Ryan,5,,QB,6500,ATL,@LA,25.0,ATL by 5.5,-6%,7%,-5%,33.7,34.5,35.4,5.8,9.2,2.3,2.5,2.3,0.4,3.6,0.0,0.0,0.0,0.0,0.0,61,16.7,23.4,23.4,15.3,31.6,19.5,3.0,0.0,0.0
Stefon Diggs,6,,WR,6500,MIN,@JAX,20.5,MIN by 3,-20%,8%,-11%,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,3.3,10.0,9.6,8.8,0.9,8.4,15,18.7,17.8,17.8,7.1,28.5,15.5,2.4,0.0,0.0
Aaron Rodgers,10,,QB,6400,GB,SEA,21.0,SEA by 3,-5%,-7%,-13%,36.7,39.9,38.0,7.0,6.9,4.0,4.1,3.2,0.7,6.1,0.0,0.0,0.0,0.0,0.0,72,25.1,24.9,24.9,18.4,31.4,18.6,2.9,0.0,0.0
Brandin Cooks,3,,WR,6400,NO,@TB,24.5,TB by 2,2%,8%,-1%,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.3,0.3,5.0,7.3,7.6,6.7,0.9,9.6,11,15.1,16.7,16.7,6.6,26.8,14.3,2.2,0.0,0.0
Derek Carr,1,,QB,6400,OAK,@KC,21.3,KC by 3.5,6%,14%,10%,34.7,38.2,36.0,5.8,7.4,2.7,2.5,2.8,0.2,1.8,0.0,0.0,0.0,0.0,0.0,61,21.9,20.9,20.9,12.2,29.5,18.8,2.9,0.0,0.0
Jordan Howard,12,,RB,6400,CHI,@DET,17.0,DET by 7.5,3%,-8%,-4%,0.0,0.0,0.0,0.0,0.0,22.3,16.5,16.0,2.0,4.9,4.7,3.5,2.9,0.5,6.4,33,19.8,16.8,16.8,6.3,27.3,14.0,2.2,0.0,0.0
Donte Moncrief,4,,WR,6300,IND,HOU,27.0,IND by 6.5,-15%,1%,-12%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,-1.0,8.0,7.0,7.6,1.1,5.7,13,14.3,13.1,13.1,7.8,18.4,14.2,2.3,0.0,0.0
Spencer Ware,5,,RB,6300,KC,OAK,24.8,KC by 3.5,6%,17%,13%,0.0,0.0,0.0,0.0,0.0,16.0,14.8,15.8,2.0,4.5,2.7,3.1,2.9,0.3,11.6,31,14.1,15.7,15.7,6.5,25.0,16.8,2.7,0.0,0.0
Kirk Cousins,19,,QB,6300,WAS,@PHI,25.3,WAS by 2,-1%,-5%,-3%,40.0,39.5,34.5,5.6,8.0,2.3,1.9,2.3,0.3,2.3,0.0,0.0,0.0,0.0,0.0,63,27.5,21.8,21.8,15.5,28.1,19.3,3.1,0.0,0.0
Michael Crabtree,2,Q,WR,6200,OAK,@KC,21.3,KC by 3.5,6%,14%,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,9.3,7.9,1.3,7.0,12,15.3,16.5,16.5,7.2,25.9,14.5,2.3,0.0,0.0
Doug Martin,4,,RB,6200,TB,NO,26.5,TB by 2,12%,-8%,12%,0.0,0.0,0.0,0.0,0.0,21.3,17.5,15.6,2.8,3.0,2.3,2.3,1.6,0.2,8.2,28,12.4,11.0,11.0,6.4,15.5,11.5,1.9,0.0,0.0
Kelvin Benjamin,,,WR,6200,CAR,SD,24.8,CAR by 1,9%,-17%,-2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,7.9,7.2,0.9,7.9,12,8.6,13.1,13.1,4.8,21.4,13.3,2.1,0.0,0.0
Marcus Mariota,0,,QB,6200,TEN,DEN,22.8,TEN by 1.5,-20%,15%,-25%,29.0,31.5,27.9,4.0,7.9,4.3,4.0,4.5,0.7,6.6,0.0,0.0,0.0,0.0,0.0,54,24.2,21.2,21.2,13.4,29.1,16.7,2.7,0.0,0.0
Andy Dalton,12,,QB,6100,CIN,@CLE,23.0,CIN by 4.5,3%,32%,16%,40.7,36.6,32.5,4.7,7.7,3.0,3.3,4.5,0.3,4.2,0.0,0.0,0.0,0.0,0.0,57,19.1,19.0,19.0,14.4,23.7,20.2,3.3,0.0,0.0
Tyrell Williams,20,,WR,6100,SD,@CAR,23.8,CAR by 1,13%,-13%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,7.4,7.9,1.0,9.4,13,20.1,15.1,15.1,7.0,23.3,15.7,2.6,0.0,0.0
Devonta Freeman,18,,RB,6100,ATL,@LA,25.0,ATL by 5.5,-6%,7%,1%,0.0,0.0,0.0,0.0,0.0,14.3,14.7,14.3,3.3,4.5,3.7,3.9,3.6,1.0,6.8,29,19.8,17.0,17.0,8.7,25.3,15.1,2.5,0.0,0.0
Demaryius Thomas,20,,WR,6000,DEN,@TEN,21.3,TEN by 1.5,11%,-13%,14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,8.6,9.3,1.0,7.8,16,15.3,14.9,14.9,9.5,20.4,16.8,2.8,0.0,0.0
Tyler Eifert,25,,TE,6000,CIN,@CLE,23.0,CIN by 4.5,3%,32%,41%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,6.3,6.1,1.2,8.9,9,11.7,13.0,13.0,3.7,22.2,14.3,2.4,0.0,0.0
Alshon Jeffery,,S,WR,6000,CHI,@DET,17.0,DET by 7.5,3%,-8%,-2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,8.0,0.0,0.9,8.8,0,10.4,12.4,12.4,8.3,16.6,0.0,0.0,0.0,0.0
Jordan Reed,5,Q,TE,5900,WAS,@PHI,25.3,WAS by 2,-1%,-5%,-42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,9.0,5.1,1.2,7.8,9,16.8,16.9,16.9,7.9,25.8,10.6,1.8,0.0,0.0
Dak Prescott,4,,QB,5900,DAL,@NYG,25.3,DAL by 4,8%,-14%,-19%,26.0,29.8,32.1,4.2,8.3,5.3,3.9,4.3,0.8,4.6,0.0,0.0,0.0,0.0,0.0,57,20.9,20.6,20.6,15.0,26.1,18.4,3.1,0.0,0.0
Jay Ajayi,5,,RB,5900,MIA,ARI,21.3,ARI by 1.5,-16%,-8%,-26%,0.0,0.0,0.0,0.0,0.0,15.3,15.7,18.9,2.0,5.2,4.3,2.5,2.3,0.5,4.0,38,12.9,15.8,15.8,5.4,26.2,13.9,2.4,0.0,0.0
Terrelle Pryor,6,,WR,5900,CLE,CIN,18.5,CIN by 4.5,1%,8%,-13%,0.0,0.8,0.0,0.1,4.6,0.0,0.7,1.1,0.1,2.6,10.3,9.5,8.9,0.7,7.5,18,15.5,16.0,16.0,6.8,25.3,14.1,2.4,0.0,0.0
DeAndre Hopkins,9,,WR,5800,HOU,@IND,20.5,IND by 6.5,9%,3%,3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.4,8.7,0.4,5.9,14,12.5,12.7,12.7,6.3,19.0,15.0,2.6,0.0,0.0
Jeremy Hill,40,,RB,5800,CIN,@CLE,23.0,CIN by 4.5,3%,32%,20%,0.0,0.0,0.0,0.0,0.0,17.0,14.2,20.0,2.7,4.0,3.7,1.8,3.2,0.2,6.1,36,11.7,11.9,11.9,4.2,19.7,18.6,3.2,0.0,0.0
Colin Kaepernick,21,,QB,5800,SF,NYJ,22.8,SF by 3,6%,-16%,4%,27.0,30.4,30.9,3.1,6.8,6.7,7.4,6.9,0.9,7.6,0.0,0.0,0.0,0.0,0.0,64,19.6,20.6,20.6,9.8,31.4,18.7,3.2,0.0,0.0
Carson Palmer,8,,QB,5700,ARI,@MIA,22.8,ARI by 1.5,-1%,22%,10%,43.0,41.9,37.9,5.8,7.0,1.0,0.9,1.4,0.1,3.4,0.0,0.0,0.0,0.0,0.0,61,20.2,18.7,18.7,12.1,25.3,18.0,3.2,0.0,0.0
Travis Kelce,4,,TE,5700,KC,OAK,24.8,KC by 3.5,6%,17%,4%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,-5.0,10.7,7.5,6.5,1.3,9.1,11,22.1,14.8,14.8,7.3,22.4,13.0,2.3,0.0,0.0
Thomas Rawls,15,,RB,5700,SEA,@GB,24.0,SEA by 3,5%,-12%,-9%,0.0,0.0,0.0,0.0,0.0,13.7,12.0,14.2,1.4,3.8,2.0,2.4,2.9,0.2,7.0,31,14.5,11.2,11.2,1.3,21.1,12.0,2.1,0.0,0.0
Emmanuel Sanders,28,,WR,5700,DEN,@TEN,21.3,TEN by 1.5,11%,-13%,14%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.0,4.0,9.3,9.5,9.0,1.3,7.5,16,16.3,15.0,15.0,5.1,24.9,15.7,2.8,0.0,0.0
Jarvis Landry,1,,WR,5600,MIA,ARI,21.3,ARI by 1.5,-16%,-8%,-2%,0.0,0.1,0.0,0.0,0.0,0.3,0.3,0.5,0.0,4.3,8.7,8.6,7.3,0.7,8.0,14,14.0,14.8,14.8,7.6,22.0,13.3,2.4,0.0,0.0
Joe Flacco,2,,QB,5600,BAL,@NE,19.0,NE by 6.5,-1%,-12%,-1%,39.3,41.5,40.4,4.3,6.5,1.0,1.7,1.0,0.3,2.6,0.0,0.0,0.0,0.0,0.0,67,21.0,17.5,17.5,10.6,24.3,14.6,2.6,0.0,0.0
DeAngelo Williams,,Q,RB,5600,PIT,@BUF,23.3,PIT by 1,-5%,9%,-4%,0.0,0.0,0.0,0.0,0.0,1.7,10.7,3.7,1.0,3.7,0.3,3.3,0.7,0.1,4.0,7,0.4,11.2,11.2,-3.1,25.6,3.4,0.6,0.0,0.0
Ryan Fitzpatrick,,,QB,5600,NYJ,@SF,19.8,SF by 3,-2%,59%,9%,24.0,31.2,0.3,4.3,6.8,2.3,2.5,0.0,0.2,4.1,0.0,0.0,0.0,0.0,0.0,0,10.9,12.1,12.1,5.6,18.5,0.0,0.0,0.0,0.0
Jacquizz Rodgers,,,RB,5600,TB,NO,26.5,TB by 2,12%,-8%,12%,0.0,0.0,0.0,0.0,0.0,17.3,13.6,6.6,1.6,4.4,1.0,1.9,0.9,0.3,6.1,12,13.7,10.3,10.3,2.2,18.4,4.4,0.8,0.0,0.0
Jamison Crowder,21,,WR,5600,WAS,@PHI,25.3,WAS by 2,-1%,-5%,7%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,-1.0,7.0,7.0,6.1,1.3,9.1,11,17.4,16.0,16.0,9.8,22.1,14.2,2.5,0.0,0.0
Eli Manning,13,,QB,5500,NYG,DAL,21.3,DAL by 4,10%,-23%,5%,34.0,37.7,39.5,3.9,6.9,2.3,1.6,1.0,0.3,-0.4,0.0,0.0,0.0,0.0,0.0,69,16.8,17.2,17.2,11.1,23.3,18.6,3.4,0.0,0.0
Theo Riddick,1,Q,RB,5500,DET,CHI,24.5,DET by 7.5,-9%,0%,-19%,0.0,0.0,0.0,0.0,0.0,5.7,9.2,0.0,0.7,3.9,7.0,6.7,0.0,1.4,5.5,0,13.3,16.2,16.2,8.4,24.0,0.0,0.0,0.0,0.0
Davante Adams,9,,WR,5500,GB,SEA,21.0,SEA by 3,-5%,-7%,-7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,7.8,7.2,1.3,8.5,13,13.7,16.2,16.2,4.5,27.9,11.6,2.1,0.0,0.0
Jimmy Graham,29,,TE,5500,SEA,@GB,24.0,SEA by 3,5%,-12%,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.6,6.6,1.2,9.7,12,14.5,14.2,14.2,5.6,22.9,12.6,2.3,0.0,0.0
Steve Smith,2,,WR,5500,BAL,@NE,19.0,NE by 6.5,-1%,-12%,-7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,8.2,0.9,7.6,13,13.7,13.6,13.6,5.9,21.3,13.6,2.5,0.0,0.0
Jordan Matthews,11,Q,WR,5400,PHI,WAS,23.3,WAS by 2,5%,7%,1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.1,8.6,0.7,7.7,15,11.0,13.3,13.3,6.7,20.0,16.6,3.1,0.0,0.0
Jonathan Stewart,5,,RB,5400,CAR,SD,24.8,CAR by 1,9%,-17%,17%,0.0,0.0,0.0,0.0,0.0,15.3,15.3,16.6,3.1,3.7,2.0,1.4,1.1,0.1,3.3,30,12.6,11.2,11.2,2.7,19.6,11.6,2.1,0.0,0.0
Tyrod Taylor,4,,QB,5400,BUF,PIT,22.3,PIT by 1,5%,-14%,-10%,26.7,29.1,30.7,3.8,6.6,6.3,6.1,5.1,0.9,6.4,0.0,0.0,0.0,0.0,0.0,63,14.9,18.0,18.0,11.7,24.2,16.8,3.1,0.0,0.0
Alex Smith,5,,QB,5400,KC,OAK,24.8,KC by 3.5,6%,17%,8%,33.3,33.7,34.9,4.5,6.9,2.3,2.7,3.7,0.5,1.8,0.0,0.0,0.0,0.0,0.0,65,16.3,14.9,14.9,7.7,22.2,18.8,3.5,0.0,0.0
Sammy Watkins,7,Q,WR,5300,BUF,PIT,22.3,PIT by 1,5%,-14%,-8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.8,7.5,0.5,7.9,13,7.3,7.5,7.5,4.6,10.4,15.0,2.8,0.0,0.0
Brock Osweiler,2,,QB,5300,HOU,@IND,20.5,IND by 6.5,9%,3%,13%,37.0,36.3,34.2,3.5,5.8,2.7,2.3,2.8,0.3,4.9,0.3,0.1,0.0,0.1,-14.0,61,15.8,13.4,13.4,9.4,17.5,15.2,2.9,0.0,0.0
LeGarrette Blount,2,,RB,5300,NE,BAL,25.5,NE by 6.5,-8%,-31%,-18%,0.0,0.0,0.0,0.0,0.0,16.0,19.2,13.8,3.7,4.2,0.3,0.6,0.3,0.0,4.4,23,12.3,16.2,16.2,8.7,23.6,7.1,1.3,0.0,0.0
Mark Ingram,0,Q,RB,5300,NO,@TB,24.5,TB by 2,2%,8%,-1%,0.0,0.0,0.0,0.0,0.0,9.3,11.9,12.9,1.8,5.3,3.7,3.4,2.8,0.6,6.4,25,17.8,15.4,15.4,4.9,26.0,13.0,2.5,0.0,0.0
DeVante Parker,1,Q,WR,5300,MIA,ARI,21.3,ARI by 1.5,-16%,-8%,-2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.2,5.9,0.7,8.6,11,14.6,11.5,11.5,4.7,18.3,11.1,2.1,0.0,0.0
Derrick Henry,,,RB,5200,TEN,DEN,22.8,TEN by 1.5,-20%,15%,5%,0.0,0.0,0.0,0.0,0.0,11.0,7.0,6.2,1.0,4.5,1.7,1.1,1.2,0.2,9.7,12,11.6,6.3,6.3,0.6,12.0,6.0,1.2,0.0,0.0
DeSean Jackson,14,,WR,5200,WAS,@PHI,25.3,WAS by 2,-1%,-5%,7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.7,6.5,0.8,8.7,11,15.6,11.6,11.6,4.3,18.8,13.7,2.6,0.0,0.0
Ryan Tannehill,1,,QB,5200,MIA,ARI,21.3,ARI by 1.5,-16%,-8%,-18%,34.7,30.8,28.5,3.5,7.6,3.0,2.8,2.9,0.6,4.2,0.0,0.0,0.0,0.0,0.0,56,17.5,16.0,16.0,8.5,23.4,14.0,2.7,0.0,0.0
Kenny Britt,22,,WR,5200,LA,ATL,19.5,ATL by 5.5,13%,-5%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.3,8.2,0.6,9.8,14,13.4,14.7,14.7,7.0,22.4,13.9,2.7,0.0,0.0
Cole Beasley,2,,WR,5200,DAL,@NYG,25.3,DAL by 4,8%,-14%,-5%,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.0,5.3,6.4,6.1,0.6,8.7,10,10.6,13.1,13.1,8.0,18.2,11.0,2.1,0.0,0.0
Latavius Murray,1,,RB,5200,OAK,@KC,21.3,KC by 3.5,6%,14%,-7%,0.0,0.0,0.0,0.0,0.0,17.0,14.0,14.7,2.8,4.0,4.7,3.8,2.7,0.5,6.0,27,19.2,17.6,17.6,9.1,26.1,13.8,2.7,0.0,0.0
Willie Snead,7,,WR,5200,NO,@TB,24.5,TB by 2,2%,8%,-1%,0.3,0.1,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,6.9,6.3,0.7,8.3,10,9.3,13.6,13.6,4.4,22.7,13.0,2.5,0.0,0.0
Rishard Matthews,2,,WR,5100,TEN,DEN,22.8,TEN by 1.5,-20%,15%,-34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,6.1,6.7,0.7,9.2,11,18.3,13.3,13.3,7.0,19.6,13.5,2.6,0.0,0.0
Carson Wentz,3,,QB,5100,PHI,WAS,23.3,WAS by 2,5%,7%,6%,47.0,37.7,33.0,5.4,6.4,2.7,2.9,2.5,0.5,2.8,0.3,0.1,0.0,0.0,7.0,61,18.3,15.1,15.1,10.0,20.2,15.9,3.1,0.0,0.0
Lamar Miller,15,,RB,5100,HOU,@IND,20.5,IND by 6.5,9%,3%,5%,0.0,0.0,0.0,0.0,0.0,19.0,18.8,15.9,1.8,4.0,2.7,3.0,1.9,0.4,4.1,29,11.5,13.8,13.8,4.8,22.7,13.0,2.5,0.0,0.0
Sam Bradford,1,,QB,5100,MIN,@JAX,20.5,MIN by 3,-20%,8%,-15%,36.7,35.7,32.5,4.1,6.8,1.0,1.2,2.1,0.1,0.5,0.0,0.1,0.0,0.0,5.0,57,10.8,14.3,14.3,9.8,18.9,14.7,2.9,0.0,0.0
